1,0
1,0
1,0
0.9999994,0.00035048
0.999998037,-1.44E-05
0.999995339,-0.000277294
0.999990702,-0.000492984
0.999983769,0.000948267
0.999976021,0.00304056
0.99996958,0.006209866
0.999955085,0.004829727
0.999944074,0.008046573
0.99992916,0.007463766
0.999913843,0.008631333
0.999896585,0.013161541
0.999875872,0.015235671
0.999854379,0.017438954
0.9998336,0.020906051
0.999808029,0.019067203
0.999782339,0.01428557
0.999753549,0.019515985
0.999723992,0.023978873
0.99969581,0.023718679
0.999665672,0.02587571
0.999625959,0.02387301
0.999592679,0.016944334
0.999557857,0.016674454
0.999520699,0.010736865
0.999481155,0.018040943
0.999444605,0.012101544
0.999401367,0.004212114
0.999356091,0.004461185
0.99930964,0.002251976
0.999260507,-0.008517414
0.999211149,-0.011695098
0.999164404,-0.024280838
0.999114093,-0.031334072
0.999059697,-0.05120055
0.999006143,-0.054504683
0.998953069,-0.064006928
0.998893828,-0.081765371
0.99884016,-0.09451521
0.998781268,-0.115548396
0.998717087,-0.12952583
0.998648547,-0.148606176
0.998592562,-0.175326304
0.998523741,-0.199406162
0.998447825,-0.213711561
0.998387244,-0.230289777
0.998317283,-0.257415445
0.998257246,-0.28149948
0.998204657,-0.297461405
0.998140923,-0.329491291
0.99808753,-0.354722137
0.998018224,-0.374454578
0.997954226,-0.398090385
0.99789345,-0.43173408
0.997834195,-0.449189307
0.997769454,-0.480658745
0.997701561,-0.504077787
0.997640569,-0.535707304
0.997573261,-0.567594586
0.997504679,-0.599701334
0.997440986,-0.631432953
0.997382502,-0.664094164
0.99733287,-0.665664919
0.997295476,-0.68283359
0.997282525,-0.70029402
0.9972777,-0.725002228
0.997266272,-0.749823054
0.997258428,-0.763982052
0.997245486,-0.779953189
0.99723745,-0.805845176
0.997228073,-0.833313614
0.997213767,-0.848962888
0.997206356,-0.870710554
0.997202257,-0.891935829
0.997196708,-0.91484607
0.997191786,-0.92525451
0.997185069,-0.939421927
0.997181586,-0.95481418
0.997173321,-0.974231546
0.997164454,-0.9930444
0.997159269,-1.006168789
0.997145303,-1.023410771
0.997142856,-1.037801476
0.99713115,-1.056024937
0.997121147,-1.069201343
0.997115969,-1.078132716
0.997108987,-1.08366583
0.997108754,-1.105113928
0.997106353,-1.125816973
0.997111778,-1.142553714
0.997119011,-1.155821356
0.997126818,-1.164837457
0.997137011,-1.17071017
0.997141479,-1.187114379
0.997147569,-1.206577473
0.997155394,-1.220674471
0.997165083,-1.233697036
0.99717318,-1.246148513
0.997180145,-1.263429593
0.997188088,-1.279101442
0.99719605,-1.291209144
0.99720124,-1.303371789
0.997208682,-1.310295046
0.997216979,-1.321789634
0.997223024,-1.334298067
0.997230621,-1.341243951
0.997236789,-1.354516203
0.997240264,-1.369406926
0.997249572,-1.376018364
0.997258801,-1.382516497
0.997269395,-1.384790201
0.997275039,-1.38893212
0.997283384,-1.396063276
0.997291433,-1.403029724
0.997299661,-1.411046528
0.997306471,-1.418964486
0.997316126,-1.42276405
0.997322585,-1.427743641
0.997330989,-1.432051559
0.997336027,-1.442627648
0.997342657,-1.454780452
0.997350217,-1.463850819
0.997358054,-1.476508127
0.997366734,-1.477056197
0.997381622,-1.480312823
0.997387884,-1.495343589
0.997396984,-1.505354948
0.997405998,-1.512149602
0.997413345,-1.525551055
0.997420768,-1.542328604
0.997427079,-1.55587732
0.997435194,-1.560195644
0.997445134,-1.558599743
0.997453616,-1.568467808
0.997459849,-1.577485684
0.997468874,-1.583336912
0.997477835,-1.589842983
0.997487995,-1.592994985
0.997497939,-1.593886552
0.99750388,-1.599863477
0.997511064,-1.606246051
0.997524201,-1.60367216
0.997531904,-1.613644606
0.997543228,-1.616662917
0.997549721,-1.6189719
0.99756322,-1.613675332
0.997567422,-1.614005133
0.997576453,-1.62295481
0.997582022,-1.631562317
0.997593727,-1.633910187
0.997609262,-1.63053292
0.99761859,-1.630381409
0.997630505,-1.636353951
0.997641863,-1.642101654
