BJD - 2457000,PDC_SAP flux,error,Quality Flag
1413.069968,11104451,358.98032,0
1413.071357,11107482,359.03928,0
1413.072746,11107399,358.97943,0
1413.074135,11105638,359.0007,0
1413.075524,11107626,359.0065,0
1413.076913,11104999,358.98856,0
1413.078301,11106086,359.0007,0
1413.07969,11105925,358.9909,0
1413.081079,11103332,358.9211,0
1413.082468,11106431,359.02664,0
1413.083857,11105679,359.0107,0
1413.085246,11109264,359.0646,0
1413.086635,11106077,358.9847,0
1413.088024,11105929,359.0135,0
1413.089413,11108940,359.06293,0
1413.090802,11104092,358.9888,0
1413.092191,11106004,359.00845,0
1413.09358,11104218,358.9943,0
1413.094969,11102314,358.944,0
1413.096358,11105201,359.008,0
1413.097747,11105896,358.99158,0
1413.099135,11107846,359.0567,0
1413.100524,11104349,358.98428,0
1413.101913,11103748,358.9833,0
1413.103302,11107127,359.01617,0
1413.104691,11108764,359.07803,0
1413.10608,11107391,359.03802,0
1413.107469,11101522,358.9369,0
1413.108858,11105920,359.01523,0
1413.110247,11105803,359.02173,0
1413.111636,11107051,359.03052,0
1413.113025,11104405,358.98782,0
1413.114414,11108207,359.06403,0
1413.115803,11108803,359.05322,0
1413.117192,11104507,359.00146,0
1413.118581,11105725,359.0187,0
1413.119969,11098990,358.91022,0
1413.121358,11103755,358.98447,0
1413.122747,11104734,359.00342,0
1413.124136,11107736,359.03815,0
1413.125525,11103883,359.01462,0
1413.126914,11104126,358.98785,0
1413.128303,11106159,359.01813,0
1413.129692,11106459,359.01816,0
1413.131081,11104555,359.01587,0
1413.13247,11103978,358.9819,0
1413.133859,11105178,359.00168,0
1413.135248,11102094,358.95792,0
1413.136637,11105716,359.0336,0
1413.138026,11105447,358.99515,0
1413.139414,11102875,358.97607,0
1413.140803,11105560,359.01947,0
1413.142192,11104221,359.00052,0
1413.143581,11102644,358.97943,0
1413.14497,11105962,359.0211,0
1413.146359,11103603,358.98532,0
1413.147748,11104030,358.98843,0
1413.149137,11106354,359.03284,0
1413.150526,11103919,358.99158,0
1413.151915,11104039,358.97937,0
1413.153304,11105034,359.01315,0
1413.154693,11103347,358.99228,0
1413.156082,11108391,359.05942,0
1413.157471,11099917,358.91644,0
1413.15886,11106595,359.01993,0
1413.160248,11106844,359.0402,0
1413.161637,11103838,358.99387,0
1413.163026,11104853,358.99567,0
1413.164415,11104810,358.9962,0
1413.165804,11105360,358.99884,0
1413.167193,11105974,359.00983,0
1413.168582,11102770,358.9732,0
1413.169971,11106077,359.01102,0
1413.17136,11103410,358.9833,0
1413.172749,11102945,358.98392,0
1413.174138,11104794,358.99738,0
1413.175527,11100492,358.92984,0
1413.176916,11106901,359.02145,0
1413.178305,11105884,359.02823,0
1413.179693,11101263,358.9204,0
1413.181082,11103661,358.98425,0
1413.182471,11102725,358.985,0
1413.18386,11101892,358.9461,0
1413.185249,11104534,359.00085,0
1413.186638,11106086,359.02466,0
1413.188027,11100391,358.93213,0
1413.189416,11105260,359.01315,0
1413.190805,11105475,359.00845,0
1413.192194,11103851,358.98154,0
1413.193583,11104334,358.9908,0
1413.194972,11099663,358.91147,0
1413.196361,11100119,358.91193,0
1413.19775,11103178,358.98044,0
1413.199139,11106941,359.0552,0
1413.200527,11102934,358.9627,0
1413.201916,11100910,358.91626,0
1413.203305,11106937,359.04065,0
1413.204694,11102141,358.95068,0
1413.206083,11105102,359.0128,0
1413.207472,11104125,358.9912,0
1413.208861,11103932,358.97903,0
1413.21025,11103268,358.94952,0
1413.211639,11103906,358.96622,0
1413.213028,11103244,358.9596,0
1413.214417,11099941,358.92154,0
1413.215806,11107871,359.04514,0
1413.217195,11101624,358.93826,0
1413.218584,11103515,358.98322,0
1413.219972,11102824,358.95486,0
1413.221361,11104277,358.99112,0
1413.22275,11101907,358.95325,0
1413.224139,11104530,358.99768,0
1413.225528,11104938,358.999,0
1413.226917,11102537,358.96686,0
1413.228306,11101732,358.94458,0
1413.229695,11104435,359.00906,0
1413.231084,11103906,358.98013,0
1413.232473,11099121,358.89825,0
1413.233862,11108465,359.05847,0
1413.235251,11098984,358.89807,0
1413.23664,11102747,358.95975,0
1413.238029,11102102,358.9485,0
1413.239418,11104395,358.99066,0
1413.240806,11101968,358.95105,0
1413.242195,11102129,358.96185,0
1413.243584,nan,nan,128
1413.244973,nan,nan,128
1413.246362,nan,nan,128
1413.247751,nan,nan,128
1413.24914,nan,nan,128
1413.250529,nan,nan,128
1413.251918,nan,nan,128
1413.253307,nan,nan,128
1413.254696,nan,nan,128
1413.256085,nan,nan,128
1413.257474,11105163,359.0114,0
1413.258863,11103882,358.97723,0
1413.260251,11102143,358.95633,0
1413.26164,11103545,358.9756,0
1413.263029,11102426,358.97787,0
nan,nan,nan,1
nan,nan,nan,0
1413.267196,nan,nan,20
1413.268585,11104401,359.81042,0
1413.269974,11105473,359.84848,0
1413.271363,11106131,359.85608,0
1413.272752,11105645,359.84512,0
1413.274141,11103885,359.82498,0
1413.27553,11104743,359.8435,0
1413.276919,11104996,359.84293,0
1413.278308,11105611,359.8448,0
1413.279697,11103343,359.80698,0
1413.281085,11104350,359.83316,0
1413.282474,11105838,359.85724,0
1413.283863,11106479,359.86188,0
1413.285252,11106790,359.86496,0
1413.286641,11107549,359.87817,0
1413.28803,11104469,359.83707,0
1413.289419,11105416,359.84744,0
1413.290808,11106506,359.8557,0
1413.292197,11106220,359.8621,0
1413.293586,11106609,359.8633,0
1413.294975,11105970,359.84576,0
1413.296364,11105873,359.8622,0
1413.297753,11105696,359.855,0
1413.299142,11105246,359.83557,0
1413.30053,11106394,359.86945,0
1413.301919,11105006,359.8449,0
1413.303308,11103938,359.84274,0
1413.304697,11105447,359.8501,0
1413.306086,11105876,359.85983,0
1413.307475,11106182,359.86615,0
1413.308864,11105012,359.8473,0
1413.310253,11105857,359.8569,0
1413.311642,11105292,359.8373,0
1413.313031,11105026,359.84763,0
1413.31442,11105502,359.8501,0
1413.315809,11107582,359.87326,0
1413.317198,11104823,359.83298,0
1413.318587,11103993,359.8283,0
1413.319976,11104228,359.84445,0
1413.321364,11104828,359.83273,0
1413.322753,11106295,359.86728,0
1413.324142,11103857,359.83658,0
1413.325531,11106434,359.8448,0
1413.32692,11103073,359.81055,0
1413.328309,11104833,359.838,0
1413.329698,11105863,359.8564,0
1413.331087,11105498,359.86136,0
1413.332476,11104341,359.84027,0
1413.333865,11105207,359.8466,0
1413.335254,11104787,359.84262,0
1413.336643,11103838,359.8385,0
1413.338032,11104723,359.81708,0
1413.339421,11104119,359.79254,0
1413.340809,11105934,359.8326,0
1413.342198,11105228,359.84198,0
1413.343587,11106901,359.82532,0
1413.344976,11106291,359.81754,0
1413.346365,11108418,359.82343,0
1413.347754,11106620,359.8428,0
1413.349143,11106698,359.81876,0
1413.350532,11104356,359.8258,0
1413.351921,11107081,359.83286,0
1413.35331,11105670,359.8494,0
1413.354699,11105403,359.84717,0
1413.356088,11104633,359.84317,0
1413.357477,11104343,359.82974,0
1413.358866,11105643,359.8442,0
1413.360255,11103620,359.82657,0
1413.361643,11104937,359.852,0
1413.363032,11103860,359.81662,0
1413.364421,11104451,359.8354,0
1413.36581,11103620,359.82214,0
1413.367199,11103582,359.8265,0
1413.368588,11103292,359.8205,0
1413.369977,11104352,359.8366,0
1413.371366,11103950,359.82864,0
1413.372755,11104392,359.83032,0
1413.374144,11101314,359.79147,0
1413.375533,11105140,359.84137,0
1413.376922,11104525,359.8275,0
1413.378311,11103733,359.8327,0
1413.3797,11104369,359.82925,0
1413.381088,11104306,359.82758,0
1413.382477,11104114,359.8177,0
1413.383866,11103347,359.8025,0
1413.385255,11104352,359.83398,0
1413.386644,11104304,359.83484,0
1413.388033,11104688,359.8303,0
1413.389422,11103741,359.81958,0
1413.390811,11103500,359.8367,0
1413.3922,11104802,359.83505,0
1413.393589,11104217,359.8287,0
1413.394978,11105557,359.845,0
1413.396367,11103182,359.80762,0
1413.397756,11102927,359.81934,0
1413.399145,11103479,359.80283,0
1413.400534,11103723,359.81375,0
1413.401922,11103011,359.81833,0
1413.403311,11104572,359.8221,0
1413.4047,11103154,359.809,0
1413.406089,11104252,359.82666,0
1413.407478,11103114,359.80618,0
1413.408867,11104058,359.82745,0
1413.410256,11104019,359.83035,0
1413.411645,11104853,359.82773,0
1413.413034,11103463,359.8096,0
1413.414423,11104199,359.8076,0
1413.415812,11103234,359.81635,0
1413.417201,11103497,359.818,0
1413.41859,11105087,359.83337,0
1413.419979,11104584,359.82486,0
1413.421367,11104633,359.81894,0
1413.422756,11104115,359.81815,0
1413.424145,11103496,359.8161,0
1413.425534,11104016,359.8238,0
1413.426923,11102724,359.79996,0
1413.428312,11103170,359.81613,0
1413.429701,11103553,359.81375,0
1413.43109,11103717,359.8174,0
1413.432479,11102020,359.7769,0
1413.433868,11104345,359.82535,0
1413.435257,11105059,359.84122,0
1413.436646,11104404,359.81882,0
1413.438035,11103983,359.8182,0
1413.439424,11104481,359.8284,0
1413.440812,11103003,359.80475,0
1413.442201,11104639,359.82663,0
1413.44359,11103257,359.81442,0
1413.444979,11103703,359.8048,0
1413.446368,11103926,359.81158,0
1413.447757,11104590,359.8129,0
1413.449146,11104447,359.8209,0
1413.450535,11104915,359.82367,0
1413.451924,11105426,359.81873,0
1413.453313,11103712,359.80615,0
1413.454702,11103606,359.80814,0
1413.456091,11105073,359.80188,0
1413.45748,11103285,359.8002,0
1413.458869,11103870,359.80908,0
1413.460258,11103694,359.80832,0
1413.461646,11105972,359.82526,0
1413.463035,11102393,359.79083,0
1413.464424,11103936,359.81757,0
1413.465813,11104225,359.79715,0
1413.467202,11103692,359.8058,0
1413.468591,11102663,359.79764,0
1413.46998,11104232,359.80838,0
1413.471369,11103807,359.80725,0
1413.472758,11103791,359.80078,0
1413.474147,11104510,359.8123,0
1413.475536,11102681,359.79132,0
1413.476925,11103503,359.79974,0
1413.478314,11103820,359.80817,0
1413.479703,11104166,359.81494,0
1413.481091,11103499,359.80856,0
1413.48248,11102932,359.77927,0
1413.483869,11105182,359.8175,0
1413.485258,11105686,359.80197,0
1413.486647,11121094,359.7986,512
1413.488036,11104387,359.8041,0
1413.489425,11103364,359.7828,0
1413.490814,11103988,359.80606,0
1413.492203,11103337,359.80145,0
1413.493592,11103416,359.77615,0
1413.494981,11104370,359.80023,0
1413.49637,11103131,359.79095,0
1413.497759,11104957,359.8048,0
1413.499148,11103632,359.78195,0
1413.500536,11104034,359.80963,0
1413.501925,11103589,359.8014,0
1413.503314,11103215,359.79797,0
1413.504703,11103756,359.80292,0
1413.506092,11103128,359.78848,0
1413.507481,11103864,359.7922,0
1413.50887,11103941,359.79065,0
1413.510259,11103835,359.79517,0
1413.511648,11103686,359.79535,0
1413.513037,11105106,359.8102,0
1413.514426,11102963,359.76144,0
1413.515815,11105086,359.80045,0
1413.517204,11102308,359.75854,0
1413.518593,11103329,359.78876,0
1413.519982,11104632,359.80048,0
1413.52137,11105003,359.795,0
1413.522759,11105795,359.81046,0
1413.524148,11106846,359.81195,0
1413.525537,11103862,359.79434,0
1413.526926,11103798,359.77164,0
1413.528315,11102630,359.7822,0
1413.529704,11104228,359.78787,0
1413.531093,11102422,359.76306,0
1413.532482,11103537,359.77335,0
1413.533871,11102829,359.76636,0
1413.53526,11103527,359.78806,0
1413.536649,11104712,359.7962,0
1413.538038,11103213,359.78,0
1413.539427,11103446,359.78592,0
1413.540815,11103291,359.77832,0
1413.542204,11103524,359.78284,0
1413.543593,11103877,359.77927,0
1413.544982,11104380,359.77307,0
1413.546371,11102765,359.77258,0
1413.54776,11103551,359.77957,0
1413.549149,11102402,359.76572,0
1413.550538,11102807,359.76904,0
1413.551927,11102190,359.75925,0
1413.553316,11104109,359.76324,0
1413.554705,11104260,359.76636,0
1413.556094,11104358,359.78033,0
1413.557483,11103668,359.78174,0
1413.558872,11103580,359.77063,0
1413.56026,11102543,359.76187,0
1413.561649,11103449,359.77975,0
1413.563038,11101942,359.75082,0
1413.564427,11105145,359.79196,0
1413.565816,11102553,359.7628,0
1413.567205,11103492,359.77982,0
1413.568594,11104294,359.7878,0
1413.569983,11103272,359.77502,0
1413.571372,11104137,359.7794,0
1413.572761,11102723,359.76114,0
1413.57415,11104261,359.78503,0
1413.575539,11102251,359.75958,0
1413.576928,11102580,359.74704,0
1413.578317,11104284,359.77585,0
1413.579706,11102820,359.7542,0
1413.581094,11102049,359.7486,0
1413.582483,11104193,359.7877,0
1413.583872,11102221,359.74414,0
1413.585261,11103743,359.73648,0
1413.58665,11103642,359.762,0
1413.588039,11103722,359.7791,0
1413.589428,11103382,359.77097,0
1413.590817,11104153,359.77728,0
1413.592206,11104042,359.7836,0
1413.593595,11101956,359.7405,0
1413.594984,11103417,359.7756,0
1413.596373,11102015,359.73752,0
1413.597762,11104194,359.7707,0
1413.599151,11103587,359.76465,0
1413.600539,11104628,359.78082,0
1413.601928,11103929,359.76685,0
1413.603317,11103071,359.76254,0
1413.604706,11103609,359.74445,0
1413.606095,11104857,359.77948,0
1413.607484,11102845,359.759,0
1413.608873,11102574,359.7573,0
1413.610262,11101858,359.7343,0
1413.611651,11101220,359.72217,0
1413.61304,11103423,359.76065,0
1413.614429,11102115,359.7415,0
1413.615818,11104485,359.77637,0
1413.617207,11102812,359.75436,0
1413.618596,11103538,359.7692,0
1413.619984,11105094,359.7719,0
1413.621373,11103201,359.76862,0
1413.622762,11106325,359.75568,0
1413.624151,11106209,359.79144,0
1413.62554,11107334,359.7667,0
1413.626929,11104670,359.74026,0
1413.628318,11104749,359.73062,0
1413.629707,11105230,359.73874,0
1413.631096,11104277,359.76276,0
1413.632485,11105805,359.7744,0
1413.633874,11106043,359.7683,0
1413.635263,11103966,359.75757,0
1413.636652,11106481,359.7667,0
1413.638041,11105410,359.74548,0
1413.639429,11103079,359.75186,0
1413.640818,11104880,359.74036,0
1413.642207,11103001,359.75058,0
1413.643596,11104071,359.75552,0
1413.644985,11101374,359.72556,0
1413.646374,11103251,359.76337,0
1413.647763,11101898,359.73853,0
1413.649152,11103510,359.76428,0
1413.650541,11103514,359.75302,0
1413.65193,11102534,359.74854,0
1413.653319,11101941,359.7337,0
1413.654708,11104286,359.75967,0
1413.656097,11103194,359.74094,0
1413.657486,11102430,359.74014,0
1413.658875,11102275,359.73267,0
1413.660263,11102919,359.75327,0
1413.661652,11103193,359.74286,0
1413.663041,11103494,359.74734,0
1413.66443,11102938,359.74377,0
1413.665819,11102719,359.73062,0
1413.667208,11102112,359.73123,0
1413.668597,11102370,359.74557,0
1413.669986,11103961,359.74664,0
1413.671375,11102056,359.74228,0
1413.672764,11100776,359.69345,0
1413.674153,11100803,359.7208,0
1413.675542,11104401,359.75415,0
1413.676931,11102309,359.73837,0
1413.67832,11103551,359.74606,0
1413.679708,11103561,359.73898,0
1413.681097,11102979,359.7417,0
1413.682486,11102238,359.74203,0
1413.683875,11102077,359.7262,0
1413.685264,11103149,359.7534,0
1413.686653,11103528,359.73666,0
1413.688042,11103473,359.74054,0
1413.689431,11102483,359.7454,0
1413.69082,11103345,359.74408,0
1413.692209,11103737,359.75558,0
1413.693598,11102094,359.71844,0
1413.694987,11102662,359.72754,0
1413.696376,11101648,359.70575,0
1413.697765,11101808,359.7116,0
1413.699153,11102749,359.7374,0
1413.700542,11102698,359.7322,0
1413.701931,11101387,359.71658,0
1413.70332,11103382,359.7411,0
1413.704709,11103226,359.74136,0
1413.706098,11102646,359.73447,0
1413.707487,11103080,359.7352,0
1413.708876,11101623,359.70563,0
1413.710265,11102600,359.72772,0
1413.711654,11102413,359.71783,0
1413.713043,11102409,359.71487,0
1413.714432,11103294,359.71228,0
1413.715821,11102560,359.73422,0
1413.71721,11103578,359.73288,0
1413.718598,11103278,359.74182,0
1413.719987,11104319,359.74548,0
1413.721376,11100857,359.6901,0
1413.722765,11103155,359.7225,0
1413.724154,11100671,359.66882,0
1413.725543,11105168,359.72552,0
1413.726932,11102253,359.70694,0
1413.728321,11101452,359.70834,0
1413.72971,11102407,359.71503,0
1413.731099,11102137,359.67468,0
1413.732488,11104013,359.72418,0
1413.733877,11103622,359.68387,0
1413.735266,11102840,359.71048,0
1413.736655,11103096,359.69382,0
1413.738043,11102037,359.70337,0
1413.739432,11102721,359.73062,0
1413.740821,11103267,359.726,0
1413.74221,11103067,359.726,0
1413.743599,11105771,359.75314,0
1413.744988,11104134,359.73376,0
1413.746377,11098759,359.64023,0
1413.747766,11102752,359.7033,0
1413.749155,11103387,359.7291,0
1413.750544,11104379,359.7141,0
1413.751933,11100197,359.66327,0
1413.753322,11103456,359.73758,0
1413.754711,11104496,359.71613,0
1413.7561,11104028,359.74396,0
1413.757488,11104625,359.727,0
1413.758877,11102603,359.70685,0
1413.760266,11104086,359.73245,0
1413.761655,11104491,359.72583,0
1413.763044,11102773,359.70316,0
1413.764433,11102469,359.7073,0
1413.765822,11101209,359.67438,0
1413.767211,11100708,359.67065,0
1413.7686,11103047,359.70676,0
1413.769989,11101286,359.69556,0
1413.771378,11101937,359.70267,0
1413.772767,11101842,359.7028,0
1413.774156,11102157,359.7072,0
1413.775545,11102082,359.69888,0
1413.776934,11103490,359.72168,0
1413.778322,11102601,359.70792,0
1413.779711,11102013,359.69724,0
1413.7811,11103347,359.7021,0
1413.782489,11102314,359.7062,0
1413.783878,11101704,359.69278,0
1413.785267,11102455,359.6996,0
1413.786656,11101609,359.68903,0
1413.788045,11101145,359.68054,0
1413.789434,11102814,359.69876,0
1413.790823,11101415,359.67377,0
1413.792212,11101413,359.6939,0
1413.793601,11101001,359.67944,0
1413.79499,11102191,359.71066,0
1413.796379,11100150,359.68353,0
1413.797767,11102646,359.71243,0
1413.799156,11101863,359.6862,0
1413.800545,11102398,359.71115,0
1413.801934,11102451,359.68903,0
1413.803323,11102131,359.70575,0
1413.804712,11101860,359.69644,0
1413.806101,11102282,359.69662,0
1413.80749,11100854,359.65686,0
1413.808879,11099760,359.65942,0
1413.810268,11101185,359.67065,0
1413.811657,11101216,359.69476,0
1413.813046,11101613,359.69077,0
1413.814435,11100935,359.68622,0
1413.815824,11102151,359.6804,0
1413.817212,11101807,359.6948,0
1413.818601,11102038,359.7011,0
1413.81999,11101989,359.66568,0
1413.821379,11101803,359.6963,0
1413.822768,11101820,359.68063,0
1413.824157,11101876,359.69357,0
1413.825546,11105314,359.71063,0
1413.826935,11101158,359.68774,0
1413.828324,11101515,359.6881,0
1413.829713,11101968,359.69733,0
1413.831102,11101222,359.67145,0
1413.832491,11102140,359.6707,0
1413.83388,11102321,359.64288,0
1413.835269,11100408,359.66025,0
1413.836657,11100533,359.66635,0
1413.838046,11102691,359.67844,0
1413.839435,11101740,359.67554,0
1413.840824,11100143,359.66037,0
1413.842213,11100624,359.6732,0
1413.843602,11100966,359.68552,0
1413.844991,11100087,359.67035,0
1413.84638,11098811,359.64557,0
1413.847769,11098576,359.61868,0
1413.849158,11099673,359.66595,0
1413.850547,11099764,359.64734,0
1413.851936,11099164,359.6526,0
1413.853325,11101149,359.68054,0
1413.854714,11100056,359.6722,0
1413.856102,11101100,359.6867,0
1413.857491,11100463,359.67328,0
1413.85888,11100461,359.66248,0
1413.860269,11100419,359.6699,0
1413.861658,11100114,359.6607,0
1413.863047,11099815,359.66656,0
1413.864436,11098551,359.65268,0
1413.865825,11099887,359.667,0
1413.867214,11098457,359.6407,0
1413.868603,11099698,359.64993,0
1413.869992,11100769,359.66214,0
1413.871381,11099884,359.6417,0
1413.87277,11098413,359.642,0
1413.874159,11100477,359.67197,0
1413.875547,11098927,359.63895,0
1413.876936,11099574,359.64127,0
1413.878325,11099591,359.66818,0
1413.879714,11101339,359.65833,0
1413.881103,11098958,359.62933,0
1413.882492,11098618,359.62543,0
1413.883881,11099204,359.64838,0
1413.88527,11097867,359.63074,0
1413.886659,11100226,359.65103,0
1413.888048,11098120,359.62747,0
1413.889437,11099040,359.64297,0
1413.890826,11100799,359.66498,0
1413.892215,11100051,359.6565,0
1413.893604,11100568,359.66953,0
1413.894992,11101242,359.6687,0
1413.896381,11100090,359.63776,0
1413.89777,11099502,359.62973,0
1413.899159,11099402,359.6395,0
1413.900548,11098754,359.63562,0
1413.901937,11100447,359.6565,0
1413.903326,11099955,359.6507,0
1413.904715,11097930,359.6133,0
1413.906104,11097711,359.60294,0
1413.907493,11099538,359.63385,0
1413.908882,11100479,359.66226,0
1413.910271,11104663,359.6994,0
1413.91166,11102190,359.68524,0
1413.913049,11100694,359.6491,0
1413.914437,11100782,359.6519,0
1413.915826,11099552,359.64392,0
1413.917215,11098474,359.62662,0
1413.918604,11097818,359.59854,0
1413.919993,11097652,359.5906,0
1413.921382,11100203,359.64923,0
1413.922771,11098469,359.6117,0
1413.92416,11101381,359.6436,0
1413.925549,11101228,359.65067,0
1413.926938,11097528,359.59427,0
1413.928327,11099398,359.61548,0
1413.929716,11098555,359.6113,0
1413.931105,11100608,359.64377,0
1413.932494,11098860,359.6191,0
1413.933882,11101132,359.65778,0
1413.935271,11099621,359.61057,0
1413.93666,11101570,359.66406,0
1413.938049,11101036,359.64536,0
1413.939438,11100313,359.6434,0
1413.940827,nan,nan,160
1413.942216,nan,nan,180
1413.943605,nan,nan,164
1413.944994,nan,nan,160
1413.946383,nan,nan,160
1413.947772,nan,nan,160
1413.949161,nan,nan,160
1413.95055,nan,nan,160
1413.951939,nan,nan,128
1413.953327,nan,nan,128
1413.954716,nan,nan,128
1413.956105,nan,nan,128
1413.957494,nan,nan,128
1413.958883,11103533,359.62802,0
1413.960272,11101575,359.63202,0
1413.961661,11116691,359.64508,512
1413.96305,11102393,359.6057,0
1413.964439,11101914,359.652,0
1413.965828,11100993,359.6332,0
1413.967217,11100313,359.62155,0
1413.968606,11100716,359.6223,0
1413.969995,11100351,359.6233,0
1413.971384,11102320,359.62753,0
1413.972772,11101119,359.6561,0
1413.974161,11101596,359.64127,0
1413.97555,11100757,359.63025,0
1413.976939,11102365,359.65182,0
1413.978328,11102681,359.60873,0
1413.979717,11102040,359.62692,0
1413.981106,11102166,359.64035,0
1413.982495,11101564,359.63004,0
1413.983884,11101936,359.6383,0
1413.985273,11100933,359.63644,0
1413.986662,11100360,359.59464,0
1413.988051,11102906,359.60406,0
1413.98944,11102087,359.6432,0
1413.990829,11102698,359.63797,0
1413.992217,11100515,359.6271,0
1413.993606,11101147,359.59607,0
1413.994995,11099471,359.61252,0
1413.996384,11100958,359.6145,0
1413.997773,11101992,359.60287,0
1413.999162,11101385,359.6093,0
1414.000551,11103056,359.60678,0
1414.00194,11103288,359.61154,0
1414.003329,11100982,359.6071,0
1414.004718,11102517,359.6225,0
1414.006107,11102152,359.63464,0
1414.007496,11102156,359.6048,0
1414.008885,11101111,359.58783,0
1414.010274,nan,nan,128
1414.011662,11101352,359.58313,0
1414.013051,11100646,359.61508,0
1414.01444,11102379,359.6139,0
1414.015829,11101420,359.6099,0
1414.017218,11100651,359.58896,0
1414.018607,11101902,359.60846,0
1414.019996,11100701,359.5679,0
1414.021385,11103979,359.5976,0
1414.022774,11099430,359.61298,0
1414.024163,11101902,359.61392,0
1414.025552,11100958,359.6299,0
1414.026941,11099308,359.57837,0
1414.02833,11099358,359.60858,0
1414.029719,11098899,359.60406,0
1414.031107,11100629,359.61807,0
1414.032496,11098775,359.59448,0
1414.033885,11100862,359.6164,0
1414.035274,11099855,359.612,0
1414.036663,11099867,359.61157,0
1414.038052,11098374,359.59457,0
1414.039441,11114440,359.6235,512
1414.04083,11101017,359.60596,0
1414.042219,11099891,359.6119,0
1414.043608,11097470,359.5565,0
1414.044997,11100114,359.61145,0
1414.046386,11100174,359.61295,0
1414.047775,11099076,359.588,0
1414.049164,11098706,359.58725,0
1414.050552,11099777,359.6025,0
1414.051941,11100604,359.5868,0
1414.05333,11111539,359.6178,512
1414.054719,11100459,359.59256,0
1414.056108,11099626,359.59937,0
1414.057497,11097295,359.53107,0
1414.058886,11099158,359.59677,0
1414.060275,11098921,359.59143,0
1414.061664,11098619,359.58728,0
1414.063053,11099094,359.57745,0
1414.064442,11099010,359.59152,0
1414.065831,11098288,359.59518,0
1414.06722,11100328,359.6023,0
1414.068609,11099301,359.59073,0
1414.069997,11099139,359.61557,0
1414.071386,11098329,359.59198,0
1414.072775,11100176,359.58582,0
1414.074164,11099430,359.5973,0
1414.075553,11097960,359.5727,0
1414.076942,11097494,359.5779,0
1414.078331,11096754,359.56995,0
1414.07972,11098489,359.5849,0
1414.081109,11097995,359.59842,0
1414.082498,11098724,359.5893,0
1414.083887,11097282,359.58438,0
1414.085276,11098924,359.5709,0
1414.086665,11099194,359.59476,0
1414.088054,11099194,359.58655,0
1414.089442,11097228,359.56476,0
1414.090831,11097999,359.57852,0
1414.09222,11096325,359.55676,0
1414.093609,11097069,359.5742,0
1414.094998,11096412,359.55197,0
1414.096387,11098104,359.55835,0
1414.097776,11097848,359.55914,0
1414.099165,11097148,359.5624,0
1414.100554,11096582,359.5644,0
1414.101943,11095929,359.56058,0
1414.103332,11096429,359.55014,0
1414.104721,11097267,359.5609,0
1414.10611,11098736,359.5816,0
1414.107499,11099134,359.55197,0
1414.108887,11096976,359.55908,0
1414.110276,11096122,359.57242,0
1414.111665,11095803,359.55676,0
1414.113054,11096655,359.56808,0
1414.114443,11095167,359.5568,0
1414.115832,11096973,359.56808,0
1414.117221,11096949,359.58597,0
1414.11861,11095396,359.55112,0
1414.119999,11094621,359.53906,0
1414.121388,11098079,359.59137,0
1414.122777,11096192,359.5626,0
1414.124166,11099891,359.57288,0
1414.125555,11098716,359.5899,0
1414.126944,11097398,359.566,0
1414.128332,11096845,359.56488,0
1414.129721,11097850,359.57745,0
1414.13111,11096557,359.56818,0
1414.132499,11098391,359.5736,0
1414.133888,11129018,359.54153,512
1414.135277,11097596,359.56546,0
1414.136666,nan,nan,128
1414.138055,11096690,359.5451,0
1414.139444,11097545,359.57907,0
1414.140833,11098818,359.58157,0
1414.142222,11095407,359.54367,0
1414.143611,11096780,359.56003,0
1414.145,11095497,359.54846,0
1414.146389,11097044,359.56982,0
1414.147777,11095341,359.5415,0
1414.149166,11095647,359.54025,0
1414.150555,11094834,359.53604,0
1414.151944,11095624,359.546,0
1414.153333,11095316,359.53644,0
1414.154722,11094477,359.53204,0
1414.156111,11098749,359.58817,0
1414.1575,11095143,359.54214,0
1414.158889,11094581,359.51495,0
1414.160278,11096052,359.57315,0
1414.161667,11095892,359.53583,0
1414.163056,11097333,359.55612,0
1414.164445,11095936,359.5579,0
1414.165834,11096636,359.555,0
1414.167222,11094626,359.5189,0
1414.168611,11095936,359.5325,0
1414.17,11095112,359.5401,0
1414.171389,11095588,359.54593,0
1414.172778,11096618,359.5599,0
1414.174167,11095520,359.54117,0
1414.175556,11097597,359.55612,0
1414.176945,11096168,359.55032,0
1414.178334,11094656,359.50677,0
1414.179723,11095689,359.53583,0
1414.181112,11094285,359.52206,0
1414.182501,11095780,359.5407,0
1414.18389,11096127,359.54388,0
1414.185279,11095989,359.54153,0
1414.186667,11095574,359.54297,0
1414.188056,11096851,359.54355,0
1414.189445,11096498,359.54828,0
1414.190834,11096978,359.56284,0
1414.192223,11095698,359.53467,0
1414.193612,11096009,359.54425,0
1414.195001,11095104,359.5341,0
1414.19639,11095800,359.53278,0
1414.197779,11095062,359.52844,0
1414.199168,11095623,359.5081,0
1414.200557,11095525,359.5314,0
1414.201946,11096009,359.5362,0
1414.203335,11113638,359.5557,512
1414.204723,nan,nan,128
1414.206112,11095284,359.51627,0
1414.207501,11096749,359.55765,0
1414.20889,11095308,359.53143,0
1414.210279,11094446,359.5055,0
1414.211668,11096188,359.54535,0
1414.213057,11097361,359.55374,0
1414.214446,11095434,359.51547,0
1414.215835,11096571,359.5299,0
1414.217224,11097531,359.5574,0
1414.218613,11095937,359.4885,0
