BJD - 2457000,PDC_SAP flux,error,Quality Flag
1421.66182,11045751,355.6917,0
1421.663209,11044648,355.683,0
1421.664598,11049364,355.76727,0
1421.665987,11047494,355.7672,0
1421.667376,11047128,355.75534,0
1421.668765,11044563,355.73917,0
1421.670154,11047375,355.8141,0
1421.671543,11046201,355.7845,0
1421.672931,11053148,355.92963,0
1421.67432,11043100,355.7661,0
1421.675709,11046574,355.8313,0
1421.677098,11046512,355.80484,0
1421.678487,11045786,355.84915,0
1421.679876,11044490,355.85367,0
1421.681265,11041437,355.80008,0
1421.682654,11048556,355.94043,0
1421.684043,11042613,355.86517,0
1421.685432,11043909,355.85297,0
1421.686821,11045780,355.92862,0
1421.688209,11046865,355.95563,0
1421.689598,11046129,355.94376,0
1421.690987,11046366,355.95206,0
1421.692376,11044825,355.97342,0
1421.693765,11044088,355.9421,0
1421.695154,11049044,356.04843,0
1421.696543,11045279,355.9701,0
1421.697932,11050093,356.0798,0
1421.699321,11041386,355.92648,0
1421.70071,11045610,356.0226,0
1421.702098,11045053,356.03204,0
1421.703487,11046743,356.05893,0
1421.704876,11052343,356.17648,0
1421.706265,11043933,356.02042,0
1421.707654,11046106,356.10254,0
1421.709043,11044933,356.10474,0
1421.710432,11048681,356.16574,0
1421.711821,11044496,356.10696,0
1421.71321,11038471,355.99554,0
1421.714599,11047447,356.17496,0
1421.715988,11043892,356.1329,0
1421.717376,11041085,356.08572,0
1421.718765,11046880,356.213,0
1421.720154,11042541,356.14804,0
1421.721543,11046545,356.23083,0
1421.722932,11042048,356.13647,0
1421.724321,11049630,356.28333,0
1421.72571,11043929,356.21313,0
1421.727099,11041402,356.14355,0
1421.728488,11046954,356.2647,0
1421.729877,11042170,356.2079,0
1421.731266,11050888,356.37088,0
1421.732654,11043945,356.24573,0
1421.734043,11040942,356.19403,0
1421.735432,11048558,356.3548,0
1421.736821,11038751,356.20056,0
1421.73821,11048197,356.37198,0
1421.739599,11044318,356.31046,0
1421.740988,11044716,356.3198,0
1421.742377,11042428,356.30917,0
1421.743766,11046961,356.39243,0
1421.745155,11044303,356.32944,0
1421.746544,11044570,356.37128,0
1421.747932,11042613,356.34778,0
1421.749321,11047086,356.4301,0
1421.75071,11045107,356.4062,0
1421.752099,11044376,356.40952,0
1421.753488,11043908,356.42554,0
1421.754877,11045949,356.43533,0
1421.756266,11045203,356.449,0
1421.757655,11043500,356.4137,0
1421.759044,11046473,356.49915,0
1421.760433,11045735,356.47995,0
1421.761822,11043745,356.4753,0
1421.76321,11042884,356.44897,0
1421.764599,11050685,356.5982,0
1421.765988,11044979,356.50797,0
1421.767377,11043308,356.48416,0
1421.768766,11045385,356.53336,0
1421.770155,11049773,356.6052,0
1421.771544,11042538,356.5078,0
1421.772933,11045436,356.57938,0
1421.774322,11045544,356.56586,0
1421.775711,11048648,356.62875,0
1421.7771,11045964,356.60516,0
1421.778488,11044127,356.55972,0
1421.779877,11046900,356.61743,0
1421.781266,11046818,356.67242,0
1421.782655,11043599,356.574,0
1421.784044,11049684,356.707,0
1421.785433,11038269,356.5193,0
1421.786822,11050924,356.76035,0
1421.788211,11045367,356.6487,0
1421.7896,11044263,356.65753,0
1421.790989,11045706,356.69232,0
1421.792378,11047749,356.72998,0
1421.793766,11048322,356.7569,0
1421.795155,11044692,356.70245,0
1421.796544,11044826,356.71176,0
1421.797933,11052302,356.85492,0
1421.799322,11052810,356.8594,0
1421.800711,11047389,356.76935,0
1421.8021,11046155,356.76498,0
1421.803489,11047354,356.79135,0
1421.804878,11050484,356.84238,0
1421.806267,11046316,356.7736,0
1421.807655,11050700,356.87216,0
1421.809044,11050504,356.90384,0
1421.810433,11044833,356.7883,0
1421.811822,11051897,356.92996,0
1421.813211,11044694,356.79788,0
1421.8146,11048712,356.8955,0
1421.815989,11047858,356.87686,0
1421.817378,11047393,356.8781,0
1421.818767,11054863,357.0141,0
1421.820156,11047602,356.90463,0
1421.821545,11046735,356.89233,0
1421.822933,11048887,356.95398,0
1421.824322,11050945,356.953,0
1421.825711,11046542,356.91757,0
1421.8271,11052306,357.0273,0
1421.828489,11048582,356.95624,0
1421.829878,11047341,356.9488,0
1421.831267,11053776,357.06784,0
1421.832656,11049285,357.00427,0
1421.834045,11055896,357.12073,0
1421.835434,11047009,356.9735,0
1421.836823,11048313,356.9975,0
1421.838211,11079356,357.34827,512
1421.8396,11048853,357.03702,0
1421.840989,11054211,357.13425,0
1421.842378,11051217,357.097,0
1421.843767,11050192,357.08517,0
1421.845156,11051073,357.08328,0
1421.846545,11051640,357.1144,0
1421.847934,11052735,357.14554,0
1421.849323,11052644,357.14474,0
1421.850712,11051585,357.14517,0
1421.852101,11056163,357.22168,0
1421.853489,11048925,357.11093,0
1421.854878,11052391,357.1645,0
1421.856267,11063733,357.3568,0
1421.857656,11055376,357.2398,0
1421.859045,11057032,357.27695,0
1421.860434,11053916,357.2339,0
1421.861823,11054576,357.23352,0
1421.863212,11049802,357.18066,0
1421.864601,11051177,357.2106,0
1421.86599,11052075,357.23615,0
1421.867379,11058668,357.34888,0
1421.868767,11049429,357.19104,0
1421.870156,11056087,357.3176,0
1421.871545,11051965,357.26508,0
1421.872934,11050009,357.20737,0
1421.874323,11053941,357.2895,0
1421.875712,11054777,357.33514,0
1421.877101,11057183,357.37775,0
1421.87849,11057275,357.36194,0
1421.879879,11055781,357.3535,0
1421.881268,11055047,357.34366,0
1421.882656,11056983,357.37564,0
1421.884045,11055329,357.37646,0
1421.885434,11055220,357.37778,0
1421.886823,11059063,357.44476,0
1421.888212,11050370,357.2989,0
1421.889601,11056275,357.40222,0
1421.89099,11061505,357.49973,0
1421.892379,11056523,357.43314,0
1421.893768,11059807,357.48502,0
1421.895157,11063989,357.56387,0
1421.896546,11051834,357.36893,0
1421.897934,11067106,357.63187,0
1421.899323,11053338,357.3957,0
1421.900712,11058735,357.50446,0
1421.902101,11064468,357.6049,0
1421.90349,11058799,357.52045,0
1421.904879,11059909,357.55215,0
1421.906268,11059596,357.53613,0
1421.907657,11060991,357.58273,0
1421.909046,11061405,357.59055,0
1421.910435,11055849,357.50256,0
1421.911824,11062561,357.6217,0
1421.913212,11059721,357.57602,0
1421.914601,11053830,357.48776,0
1421.91599,11062797,357.63992,0
1421.917379,11065774,357.69742,0
1421.918768,11056248,357.5355,0
1421.920157,11064285,357.67383,0
1421.921546,11057708,357.57367,0
1421.922935,11060345,357.6308,0
1421.924324,11063174,357.67624,0
1421.925713,11059356,357.63202,0
1421.927102,11064372,357.71973,0
1421.92849,11061593,357.67914,0
1421.929879,11063354,357.70978,0
1421.931268,11059825,357.6561,0
1421.932657,11068813,357.7984,0
1421.934046,11061534,357.70703,0
1421.935435,11062851,357.72134,0
1421.936824,11067054,357.79712,0
1421.938213,11066007,357.78433,0
1421.939602,11066871,357.82254,0
1421.940991,11066850,357.80112,0
1421.94238,11064320,357.7781,0
1421.943768,11064104,357.77774,0
1421.945157,11064370,357.79996,0
1421.946546,11064711,357.79367,0
1421.947935,11067740,357.8555,0
1421.949324,11069855,357.89282,0
1421.950713,11059553,357.72726,0
1421.952102,11075195,357.98743,0
1421.953491,11063189,357.80063,0
1421.95488,11070861,357.9482,0
1421.956269,11064519,357.83145,0
1421.957657,11068640,357.9221,0
1421.959046,11065595,357.8681,0
1421.960435,11072922,357.993,0
1421.961824,11063349,357.8439,0
1421.963213,11071754,357.98035,0
1421.964602,11066655,357.8965,0
1421.965991,11076558,358.08224,0
1421.96738,11066323,357.90045,0
1421.968769,11072841,358.03424,0
1421.970158,11068333,357.95685,0
1421.971547,11070358,358.00177,0
1421.972935,11065210,357.91516,0
1421.974324,11069044,357.97375,0
1421.975713,11068380,357.9706,0
1421.977102,11068690,357.988,0
1421.978491,11075869,358.1158,0
1421.97988,11072152,358.05615,0
1421.981269,11071783,358.0553,0
1421.982658,11071684,358.05383,0
1421.984047,11070679,358.05453,0
1421.985436,11069106,358.02338,0
1421.986825,11069099,358.0244,0
1421.988213,11073545,358.11972,0
1421.989602,11073385,358.10507,0
1421.990991,11066413,358.0051,0
1421.99238,11079694,358.24002,0
1421.993769,11067762,358.02618,0
1421.995158,11070000,358.08878,0
1421.996547,11070403,358.1012,0
1421.997936,11078433,358.23117,0
1421.999325,11072220,358.12515,0
1422.000714,11076035,358.19968,0
1422.002103,11074356,358.18744,0
1422.003491,11075179,358.1882,0
1422.00488,11075537,358.21426,0
1422.006269,11075993,358.2176,0
1422.007658,11077994,358.24725,0
1422.009047,11073490,358.19342,0
1422.010436,11076393,358.23584,0
1422.011825,11075426,358.2304,0
1422.013214,11078255,358.2804,0
1422.014603,11071232,358.17584,0
1422.015992,11076768,358.2554,0
1422.017381,11075002,358.24164,0
1422.018769,11082762,358.3726,0
1422.020158,11076575,358.27872,0
1422.021547,11073519,358.22668,0
1422.022936,11070774,358.20517,0
1422.024325,11080006,358.34506,0
1422.025714,11076073,358.28253,0
1422.027103,11075696,358.28528,0
1422.028492,11076371,358.303,0
1422.029881,11084507,358.43533,0
1422.03127,11074139,358.27884,0
1422.032658,11077645,358.33444,0
1422.034047,11077863,358.34613,0
1422.035436,11075409,358.30338,0
1422.036825,11077055,358.34747,0
1422.038214,11075491,358.3265,0
1422.039603,11079368,358.3862,0
1422.040992,11084786,358.4891,0
1422.042381,11081516,358.42603,0
1422.04377,11081193,358.427,0
1422.045159,11082845,358.4736,0
1422.046548,11079315,358.4027,0
1422.047936,11078717,358.40594,0
1422.049325,11084979,358.5123,0
1422.050714,11084170,358.5076,0
1422.052103,11084156,358.5095,0
1422.053492,11080948,358.47134,0
1422.054881,11085296,358.51935,0
1422.05627,11078716,358.44772,0
1422.057659,11082979,358.49896,0
1422.059048,11087490,358.5853,0
1422.060437,11080137,358.4666,0
1422.061826,11087117,358.5846,0
1422.063214,11083100,358.53012,0
1422.064603,11081288,358.49878,0
1422.065992,11085253,358.567,0
1422.067381,11082580,358.53036,0
1422.06877,11083945,358.55283,0
1422.070159,11084710,358.57843,0
1422.071548,11081486,358.5302,0
1422.072937,11085156,358.58914,0
1422.074326,11085110,358.6005,0
1422.075715,11080092,358.51218,0
1422.077104,11089024,358.67062,0
1422.078492,11087286,358.65387,0
1422.079881,11087591,358.64752,0
1422.08127,11088453,358.67813,0
1422.082659,11081613,358.5724,0
1422.084048,11087412,358.6491,0
1422.085437,11082815,358.5984,0
1422.086826,11090865,358.72528,0
1422.088215,11081648,358.57535,0
1422.089604,11092045,358.75436,0
1422.090993,11082844,358.60046,0
1422.092382,11091715,358.74615,0
1422.09377,11090065,358.7322,0
1422.095159,11087508,358.69238,0
1422.096548,11086445,358.69208,0
1422.097937,11090512,358.75183,0
1422.099326,11089831,358.7558,0
1422.100715,11088758,358.7302,0
1422.102104,11087997,358.7258,0
1422.103493,11094147,358.84082,0
1422.104882,11087578,358.71347,0
1422.106271,11092736,358.81064,0
1422.107659,11091986,358.79865,0
1422.109048,11088938,358.73254,0
1422.110437,11097886,358.91052,0
1422.111826,11082663,358.64606,0
1422.113215,11092523,358.83466,0
1422.114604,11095615,358.8873,0
1422.115993,11083025,358.68063,0
1422.117382,11091963,358.83563,0
1422.118771,11093071,358.86346,0
1422.12016,11088127,358.77924,0
1422.121549,11096429,358.9095,0
1422.122937,11090787,358.8245,0
1422.124326,11094225,358.8879,0
1422.125715,11092692,358.8676,0
1422.127104,11092365,358.86322,0
1422.128493,11094832,358.90933,0
1422.129882,11093695,358.89368,0
1422.131271,11093807,358.89975,0
1422.13266,11090298,358.84842,0
1422.134049,11093034,358.9004,0
1422.135438,11094659,358.92596,0
1422.136827,11090074,358.85495,0
1422.138215,11095652,358.96118,0
1422.139604,11089889,358.8597,0
1422.140993,11098404,358.9948,0
1422.142382,11089875,358.86908,0
1422.143771,11094190,358.9353,0
1422.14516,11094824,358.95203,0
1422.146549,11093506,358.92844,0
1422.147938,11089005,358.87708,0
1422.149327,11094607,358.96667,0
1422.150716,11096535,358.99515,0
1422.152105,11094752,358.96848,0
1422.153493,11098937,359.0466,0
1422.154882,11093989,358.95938,0
1422.156271,11098098,359.02435,0
1422.15766,11099972,359.06552,0
1422.159049,11095376,359.00052,0
1422.160438,11094488,358.99017,0
1422.161827,11097307,359.03976,0
1422.163216,11097196,359.03757,0
1422.164605,11097118,359.0442,0
1422.165994,11098459,359.0594,0
1422.167382,11100746,359.1242,0
1422.168771,11095611,359.03168,0
1422.17016,11097733,359.0618,0
1422.171549,11093364,358.99738,0
1422.172938,11094916,359.02493,0
1422.174327,11099349,359.10263,0
1422.175716,11098442,359.09338,0
1422.177105,11088863,358.93887,0
1422.178494,11101960,359.15976,0
1422.179883,11099996,359.11502,0
1422.181272,11096061,359.06247,0
1422.18266,11103294,359.19846,0
1422.184049,11098731,359.12616,0
1422.185438,11101387,359.15976,0
1422.186827,11098692,359.12442,0
1422.188216,11100203,359.15884,0
1422.189605,11096506,359.098,0
1422.190994,11100257,359.15573,0
1422.192383,11093916,359.0545,0
1422.193772,11102014,359.18884,0
1422.195161,11102455,359.2041,0
1422.19655,11095548,359.09518,0
1422.197938,11101822,359.1894,0
1422.199327,11103450,359.23578,0
1422.200716,11104109,359.2463,0
1422.202105,11097435,359.13776,0
1422.203494,11105943,359.29514,0
1422.204883,11098910,359.16736,0
1422.206272,11101870,359.21713,0
1422.207661,11105521,359.2918,0
1422.20905,11102898,359.24957,0
1422.210439,11098962,359.187,0
1422.211828,11105239,359.28244,0
1422.213216,11103742,359.27228,0
1422.214605,11100425,359.21524,0
1422.215994,11104978,359.2882,0
1422.217383,11102376,359.24207,0
1422.218772,11098705,359.19095,0
1422.220161,11105149,359.3009,0
1422.22155,11103994,359.29276,0
1422.222939,11100926,359.245,0
1422.224328,11107035,359.33212,0
1422.225717,11103053,359.27548,0
1422.227106,11105308,359.33163,0
1422.228494,11100547,359.25388,0
1422.229883,11103349,359.2968,0
1422.231272,11105201,359.33115,0
1422.232661,11098657,359.23407,0
1422.23405,11107276,359.37045,0
1422.235439,11101356,359.28265,0
1422.236828,11105807,359.35803,0
1422.238217,11108544,359.40485,0
1422.239606,11102968,359.30582,0
1422.240995,11102704,359.30295,0
1422.242383,11110552,359.45526,0
1422.243772,11099026,359.2347,0
1422.245161,11108780,359.4355,0
1422.24655,11106642,359.3912,0
1422.247939,11108267,359.42432,0
1422.249328,11105135,359.37665,0
1422.250717,11106719,359.39832,0
1422.252106,11107323,359.4166,0
1422.253495,11107394,359.42337,0
1422.254884,11109048,359.45776,0
1422.256273,11111602,359.5057,0
1422.257661,11110862,359.4944,0
1422.25905,11107072,359.43832,0
1422.260439,11113956,359.54623,0
1422.261828,11106465,359.43008,0
1422.263217,11105033,359.40152,0
1422.264606,11104463,359.40427,0
1422.265995,11107345,359.43317,0
1422.267384,11104312,359.41336,0
1422.268773,11109522,359.49673,0
1422.270162,11107215,359.46506,0
1422.271551,11105772,359.4479,0
1422.272939,11111058,359.53378,0
1422.274328,11105916,359.45367,0
1422.275717,11109696,359.52634,0
1422.277106,11105565,359.46326,0
1422.278495,11110476,359.55222,0
1422.279884,11098004,359.24286,512
1422.281273,11110014,359.54953,0
1422.282662,11112189,359.58456,0
1422.284051,11112048,359.58774,0
1422.28544,11105640,359.49847,0
1422.286829,11111445,359.5932,0
1422.288217,11108938,359.5557,0
1422.289606,11114304,359.64474,0
1422.290995,11110154,359.5832,0
1422.292384,11108531,359.56555,0
1422.293773,11109577,359.5791,0
1422.295162,11111279,359.6306,0
1422.296551,11112496,359.62885,0
1422.29794,11109697,359.60614,0
1422.299329,11112167,359.63705,0
1422.300718,11106979,359.56558,0
1422.302106,11108574,359.59534,0
1422.303495,11111925,359.64276,0
1422.304884,11111952,359.65918,0
1422.306273,11113325,359.6898,0
1422.307662,11113291,359.6812,0
1422.309051,11113019,359.70367,0
1422.31044,11113890,359.7089,0
1422.311829,11110075,359.6472,0
1422.313218,11106451,359.60468,0
1422.314607,11111459,359.6897,0
1422.315996,11110413,359.68808,0
1422.317384,11113152,359.727,0
1422.318773,11119182,359.83694,0
1422.320162,11111615,359.70825,0
1422.321551,11112760,359.74283,0
1422.32294,11111469,359.71725,0
1422.324329,11110629,359.70438,0
1422.325718,11111251,359.72995,0
1422.327107,11116771,359.83493,0
1422.328496,11111840,359.7588,0
1422.329885,11109575,359.72568,0
1422.331274,11110942,359.75806,0
1422.332662,11115494,359.84103,0
1422.334051,11116960,359.88055,0
1422.33544,11111937,359.78894,0
1422.336829,11114603,359.8422,0
1422.338218,11116011,359.8769,0
1422.339607,11116582,359.8819,0
1422.340996,11112877,359.8268,0
1422.342385,11116347,359.89658,0
1422.343774,11107865,359.77014,0
1422.345163,11117121,359.9211,0
1422.346552,11109181,359.79764,0
1422.34794,11116510,359.91818,0
1422.349329,11116868,359.93262,0
1422.350718,11111247,359.85852,0
1422.352107,11114987,359.9241,0
1422.353496,11114100,359.90927,0
1422.354885,11118111,359.98538,0
1422.356274,11108778,359.84338,0
1422.357663,11116718,359.9703,0
1422.359052,11113502,359.93317,0
1422.360441,11114029,359.9528,0
1422.361829,11115331,359.97278,0
1422.363218,11114787,359.97726,0
1422.364607,11119098,360.04825,0
1422.365996,11111459,359.93533,0
1422.367385,11117211,360.04922,0
1422.368774,11115834,360.0172,0
1422.370163,11112974,359.9798,0
1422.371552,11112725,359.97504,0
1422.372941,11115544,360.04108,0
1422.37433,11109959,359.94318,0
1422.375719,11115772,360.07138,0
1422.377107,11116969,360.08704,0
1422.378496,11113829,360.04175,0
1422.379885,11110196,359.98923,0
1422.381274,11119787,360.15387,0
1422.382663,11119799,360.15308,0
1422.384052,11113087,360.05698,0
1422.385441,11120324,360.18893,0
1422.38683,11114418,360.08124,0
1422.388219,11112406,360.07202,0
1422.389608,11118479,360.18094,0
1422.390997,11123679,360.282,0
1422.392385,11112651,360.10236,0
1422.393774,11117806,360.19003,0
1422.395163,11117996,360.20712,0
1422.396552,11115821,360.1784,0
1422.397941,11113568,360.15414,0
1422.39933,11113780,360.15472,0
1422.400719,11117566,360.2352,0
1422.402108,11114833,360.1961,0
1422.403497,11117162,360.23923,0
1422.404886,11116173,360.22827,0
1422.406275,11117730,360.26517,0
1422.407663,11118457,360.28342,0
1422.409052,11117050,360.27368,0
1422.410441,11118349,360.28943,0
1422.41183,11115133,360.25214,0
1422.413219,11119516,360.329,0
1422.414608,11116236,360.28558,0
1422.415997,11114420,360.26822,0
1422.417386,11118182,360.32925,0
1422.418775,11118325,360.33948,0
1422.420164,11113574,360.27902,0
1422.421553,11119995,360.39896,0
1422.422941,11109679,360.22665,0
1422.42433,11111529,360.27295,0
1422.425719,11117760,360.38162,0
1422.427108,11114327,360.32025,0
1422.428497,11122542,360.47568,0
1422.429886,11116895,360.38916,0
1422.431275,11114677,360.3564,0
1422.432664,11117737,360.41534,0
1422.434053,11114442,360.37543,0
1422.435442,11123071,360.5201,0
1422.43683,11117291,360.44366,0
1422.438219,11119782,360.4896,0
1422.439608,11119773,360.50067,0
1422.440997,11120523,360.51782,0
1422.442386,11120367,360.53195,0
1422.443775,11118305,360.48642,0
1422.445164,11123197,360.57385,0
1422.446553,11118467,360.51215,0
1422.447942,11118661,360.52673,0
1422.449331,11119573,360.54956,0
1422.45072,11122674,360.6228,0
1422.452108,11108735,360.39154,0
1422.453497,11124640,360.66577,0
1422.454886,11120621,360.6083,0
1422.456275,11118980,360.5994,0
1422.457664,11119283,360.609,0
1422.459053,11116735,360.57855,0
1422.460442,11107131,360.42053,0
1422.461831,11118211,360.6245,0
1422.46322,11120180,360.6602,0
1422.464609,11118101,360.65247,0
1422.465998,11114750,360.5856,0
1422.467386,11117426,360.65292,0
1422.468775,11113611,360.58966,0
1422.470164,11115469,360.62424,0
1422.471553,11112729,360.59207,0
1422.472942,11116604,360.67926,0
1422.474331,11118538,360.72406,0
1422.47572,11115885,360.68307,0
1422.477109,11120106,360.7652,0
1422.478498,11121094,360.8018,0
1422.479887,11117789,360.74707,0
1422.481276,11121180,360.8249,0
1422.482664,11119809,360.80795,0
1422.484053,11121621,360.8487,0
1422.485442,11123653,360.89374,0
1422.486831,11117011,360.79602,0
1422.48822,11120719,360.8821,0
1422.489609,11120796,360.899,0
1422.490998,11125347,360.97723,0
1422.492387,11117218,360.86127,0
1422.493776,11120386,360.92468,0
1422.495165,11124279,361.00412,0
1422.496553,11119271,360.9279,0
1422.497942,11126737,361.06796,0
1422.499331,11117390,360.92886,0
1422.50072,11119846,360.98975,0
1422.502109,11123302,361.0547,0
1422.503498,11118908,360.99667,0
1422.504887,11119439,361.01813,0
1422.506276,11119157,361.02078,0
1422.507665,11119710,361.04984,0
1422.509054,11125884,361.17157,0
1422.510443,11124700,361.16708,0
1422.511831,11117422,361.05685,0
1422.51322,11125093,361.1998,0
1422.514609,11122149,361.16763,0
1422.515998,11121257,361.1575,0
1422.517387,11117547,361.12927,0
1422.518776,11119867,361.17737,0
1422.520165,11123848,361.2622,0
1422.521554,11119071,361.19943,0
1422.522943,11121019,361.24603,0
1422.524332,11120873,361.26675,0
1422.525721,11120148,361.27145,0
1422.527109,11126403,361.3855,0
1422.528498,11118053,361.26022,0
1422.529887,11126515,361.40686,0
1422.531276,11123409,361.39142,0
1422.532665,11120935,361.34943,0
1422.534054,11120108,361.3681,0
1422.535443,11122598,361.4167,0
1422.536832,11119995,361.4031,0
1422.538221,11121476,361.42557,0
1422.53961,11123148,361.4971,0
1422.540999,11122745,361.50647,0
1422.542387,11119581,361.46634,0
1422.543776,11121387,361.51505,0
1422.545165,11115826,361.44452,0
1422.546554,11124842,361.61798,0
1422.547943,11123364,361.59097,0
1422.549332,11123516,361.63428,0
1422.550721,11111067,361.4407,0
1422.55211,11115031,361.52353,0
1422.553499,11125543,361.72168,0
1422.554888,11118932,361.62952,0
1422.556276,11126104,361.7652,0
1422.557665,11119875,361.68747,0
1422.559054,11121820,361.74576,0
1422.560443,11119834,361.72787,0
1422.561832,11120304,361.76193,0
1422.563221,11123724,361.84198,0
1422.56461,11119631,361.79565,0
1422.565999,11119605,361.81827,0
1422.567388,11122211,361.8925,0
1422.568777,11120285,361.8549,0
1422.570166,11118865,361.86496,0
1422.571554,11118451,361.89594,0
1422.572943,11122453,361.98538,0
1422.574332,11121186,361.98553,0
1422.575721,11127549,362.1172,0
1422.57711,11123086,362.06552,0
1422.578499,11113272,361.9225,0
1422.579888,11121131,362.07108,0
1422.581277,11121901,362.10855,0
1422.582666,11120152,362.1076,0
1422.584055,11120951,362.15463,0
1422.585444,11121750,362.17584,0
1422.586832,11117328,362.143,0
1422.588221,11120453,362.2208,0
1422.58961,11118173,362.19684,0
1422.590999,11123694,362.3221,0
1422.592388,11118766,362.27213,0
1422.593777,11123368,362.3641,0
1422.595166,11115644,362.2726,0
1422.596555,11122275,362.41064,0
1422.597944,11124277,362.46927,0
1422.599333,11123067,362.46045,0
1422.600722,11122472,362.48724,0
1422.60211,11124552,362.5529,0
1422.603499,11124562,362.5684,0
1422.604888,11114942,362.4438,0
1422.606277,11123862,362.623,0
1422.607666,11121761,362.6099,0
1422.609055,11125991,362.72095,0
1422.610444,11115867,362.59,0
1422.611833,11121300,362.70966,0
1422.613222,11118333,362.67325,0
1422.614611,11127383,362.8617,0
1422.615999,11123822,362.8228,0
1422.617388,11119834,362.79013,0
1422.618777,11117286,362.779,0
1422.620166,11127687,362.9799,0
1422.621555,11113851,362.78918,0
1422.622944,11122300,362.9506,0
1422.624333,11123589,362.9997,0
1422.625722,11120576,362.98022,0
1422.627111,11126908,363.1224,0
1422.6285,11119844,363.03802,0
1422.629889,11125869,363.17123,0
1422.631277,11122208,363.14944,0
1422.632666,11121454,363.1591,0
1422.634055,11124778,363.25995,0
1422.635444,11123386,363.25592,0
1422.636833,11114908,363.15045,0
1422.638222,11119832,363.27008,0
1422.639611,11125589,363.39807,0
1422.641,11120964,363.3524,0
1422.642389,11123286,363.43256,0
1422.643778,11123498,363.4504,0
1422.645167,11120904,363.44513,0
1422.646555,11125185,363.57074,0
1422.647944,11125616,363.60455,0
1422.649333,11125818,363.63928,0
1422.650722,11120159,363.58273,0
1422.652111,11120055,363.6171,0
1422.6535,11118814,363.63843,0
1422.654889,11117204,363.64127,0
1422.656278,11124940,363.816,0
1422.657667,11120814,363.78363,0
1422.659056,11116239,363.7378,0
1422.660445,11123354,363.89624,0
1422.661833,11120022,363.86835,0
1422.663222,11122159,363.955,0
1422.664611,11124224,364.0324,0
1422.666,11127152,364.10587,0
1422.667389,11122071,364.06924,0
1422.668778,11123599,364.14038,0
1422.670167,11124143,364.1828,0
1422.671556,11123732,364.22205,0
1422.672945,11118635,364.18314,0
1422.674334,11125411,364.31802,0
1422.675723,11118312,364.25198,0
1422.677111,11123615,364.3922,0
1422.6785,11116479,364.30698,0
1422.679889,11126655,364.51627,0
1422.681278,11118954,364.42523,0
1422.682667,11125184,364.58322,0
1422.684056,11119714,364.53293,0
1422.685445,11119093,364.57144,0
1422.686834,11118154,364.59998,0
1422.688223,11124737,364.74475,0
1422.689612,11119835,364.70874,0
1422.691,11122989,364.8059,0
1422.692389,11121926,364.84094,0
1422.693778,11124589,364.93256,0
1422.695167,11122030,364.93326,0
1422.696556,11123906,365.01205,0
1422.697945,11123187,365.04614,0
1422.699334,11128822,365.19803,0
1422.700723,11127997,365.22156,0
1422.702112,11124698,365.22113,0
1422.703501,11117269,365.143,0
1422.70489,11119639,365.22806,0
1422.706278,11122460,365.34296,0
1422.707667,11113236,365.2288,0
1422.709056,11117754,365.34827,0
1422.710445,11120402,365.43918,0
1422.711834,11119421,365.49033,0
1422.713223,11121972,365.57758,0
1422.714612,11126312,365.7154,0
1422.716001,11118916,365.64572,0
1422.71739,11120283,365.71222,0
1422.718779,11124772,365.84702,0
1422.720168,11117698,365.7881,0
1422.721556,11125289,365.94913,0
1422.722945,11117711,365.9015,0
1422.724334,11121585,366.01883,0
1422.725723,11126050,366.14667,0
1422.727112,11125591,366.18378,0
1422.728501,11124456,366.22137,0
1422.72989,11121354,366.23572,0
1422.731279,11119544,366.26987,0
1422.732668,11122554,366.36658,0
1422.734057,11120916,366.40222,0
1422.735446,11113618,366.34695,0
1422.736834,11122169,366.5341,0
1422.738223,11125338,366.65173,0
1422.739612,11125695,366.7278,0
1422.741001,11120226,366.6882,0
1422.74239,11120502,366.77072,0
1422.743779,11116646,366.75717,0
1422.745168,11122940,366.92035,0
1422.746557,11115459,366.87982,0
1422.747946,11115816,366.91953,0
1422.749335,11122484,367.12384,0
1422.750724,11125089,367.21097,0
1422.752112,11114869,367.1075,0
1422.753501,11112760,367.14664,0
1422.75489,11114387,367.23407,0
1422.756279,11118496,367.38068,0
1422.757668,11119933,367.47107,0
1422.759057,11123184,367.5774,0
1422.760446,11122422,367.6307,0
1422.761835,11122319,367.71143,0
1422.763224,11116604,367.6803,0
1422.764613,11120376,367.80972,0
1422.766001,11118397,367.8544,0
1422.76739,11120788,367.9725,0
1422.768779,11118418,368.00375,0
1422.770168,11125213,368.17877,0
1422.771557,11122292,368.2054,0
1422.772946,11121851,368.27353,0
1422.774335,11110258,368.14743,0
1422.775724,11116317,368.3365,0
1422.777113,11107813,368.28174,0
1422.778502,11118188,368.5143,0
1422.779891,11119894,368.60837,0
1422.781279,11116688,368.65237,0
1422.782668,11121906,368.79645,0
1422.784057,11111926,368.71304,0
1422.785446,11124636,369.00266,0
1422.786835,11116502,368.94717,0
1422.788224,11118381,369.05377,0
1422.789613,11123347,369.207,0
1422.791002,11113379,369.11826,0
1422.792391,11116807,369.2772,0
1422.79378,11120242,369.41354,0
1422.795169,11112401,369.35394,0
1422.796557,11120668,369.58276,0
1422.797946,11120929,369.66708,0
1422.799335,11121807,369.76813,0
1422.800724,11117207,369.7728,0
1422.802113,11117842,369.87604,0
1422.803502,11118673,369.97296,0
