BJD - 2454833, Corrected Flux
3460.451868982, 0.997082690,
3460.472300725, 0.997087804,
3460.492732267, 0.996998459,
3460.513163909, 0.996785488,
3460.533595651, 0.996686940,
3460.554027193, 0.996818444,
3460.574458835, 0.996994463,
3460.594890577, 0.996726187,
3460.615322119, 0.996643432,
3460.635753860, 0.996722290,
3460.656185502, 0.996637040,
3460.676617044, 0.996607368,
3460.697048786, 0.996602136,
3460.717480427, 0.996541771,
3460.737912069, 0.996610866,
3460.758343710, 0.996523345,
3460.778775352, 0.996446617,
3460.799206993, 0.996843561,
3460.819638635, 0.996556854,
3460.840070276, 0.996590434,
3460.860501917, 0.996611151,
3460.880933558, 0.996654530,
3460.901365200, 0.996593331,
3460.921796741, 0.996573876,
3460.942228482, 0.996636247,
3460.962660123, 0.996576519,
3460.983091864, 0.996546315,
3461.003523405, 0.996563716,
3461.023955046, 0.996653315,
3461.044386786, 0.996605352,
3461.064818327, 0.996742630,
3461.085249968, 0.996927292,
3461.105681709, 0.996990309,
3461.126113249, 0.996940247,
3461.146544890, 0.996834915,
3461.166976631, 0.996813779,
3461.187408171, 0.996733952,
3461.207839812, 0.996778771,
3461.228271552, 0.996771530,
3461.248703092, 0.996840625,
3461.269134733, 0.996759220,
3461.289566473, 0.996836444,
3461.309998113, 0.996966150,
3461.330429753, 0.996964507,
3461.350861393, 0.997012605,
3461.371293034, 0.997021967,
3461.391724674, 0.997076978,
3461.412156314, 0.997163124,
3461.432587954, 0.997172072,
3461.453019694, 0.997266133,
3461.473451234, 0.997242734,
3461.493882873, 0.997215977,
3461.514314613, 0.997231847,
3461.534746153, 0.997202541,
3461.555177793, 0.997261686,
3461.575609532, 0.997307973,
3461.596041072, 0.997448877,
3461.616472712, 0.997451029,
3461.677767730, 0.997478532,
3461.698199270, 0.997509750,
3461.718630909, 0.997602414,
3461.739062648, 0.997622055,
3461.759494188, 0.997660720,
3461.779925827, 0.997728632,
3461.800357566, 0.997727730,
3461.820789205, 0.997571783,
3461.841220745, 0.997564074,
3461.861652484, 0.997632850,
3461.882084123, 0.997831212,
3461.902515662, 0.997646262,
3461.922947401, 0.997589111,
3461.943379040, 0.997576608,
3461.963810579, 0.997769133,
3461.984242318, 0.997710371,
3462.004673957, 0.997888981,
3462.025105696, 0.998180505,
3462.045537234, 0.998562856,
3462.065968873, 0.998493701,
3462.086400612, 0.998215731,
3462.106832150, 0.998319810,
3462.127263789, 0.998251277,
3462.147695528, 0.998317704,
3462.168127066, 0.998276488,
3462.188558705, 0.998212685,
3462.208990443, 0.998279258,
3462.229421982, 0.998358676,
3462.249853620, 0.998395245,
3462.270285359, 0.998593689,
3462.290716997, 0.998524562,
3462.311148535, 0.998484473,
3462.331580274, 0.998418960,
3462.352011912, 0.998591642,
3462.392875189, 0.997997746,
3462.413306727, 0.998054424,
3462.433738465, 0.998002459,
3462.454170103, 0.998072663,
3462.474601741, 0.998015554,
3462.495033379, 0.997924895,
3462.515465017, 0.998117491,
3462.535896555, 0.998015149,
3462.556328293, 0.997925498,
3462.576759931, 0.997948065,
3462.597191469, 0.997963469,
3462.617623207, 0.997907047,
3462.638054845, 0.997819791,
3462.658486482, 0.997843174,
3462.678918120, 0.997742811,
3462.719781496, 0.998429459,
3462.740213033, 0.998270133,
3462.760644671, 0.998351150,
3462.781076409, 0.998256802,
3462.801508046, 0.998207485,
3462.821939584, 0.998195857,
3462.842371321, 0.998357366,
3462.862802959, 0.998419537,
3462.903666234, 0.998371174,
3462.924097871, 0.998367732,
3462.944529409, 0.998395577,
3462.964961146, 0.998473314,
3462.985392783, 0.998342582,
3463.005824321, 0.998554561,
3463.026256058, 0.998374592,
3463.046687695, 0.998436738,
3463.067119433, 0.998452343,
3463.087550970, 0.998232330,
3463.148845881, 0.997845370,
3463.169277519, 0.998005527,
3463.189709156, 0.998442446,
3463.210140793, 0.998338995,
3463.230572430, 0.998153560,
3463.251004067, 0.998096103,
3463.271435704, 0.998465335,
3463.291867341, 0.998321259,
3463.312298978, 0.998553267,
3463.332730615, 0.998290100,
3463.373593989, 0.998054572,
3463.394025526, 0.998097468,
3463.414457262, 0.998167624,
3463.434888899, 0.998085321,
3463.455320436, 0.998206372,
3463.475752173, 0.998054899,
3463.496183810, 0.998002660,
3463.516615346, 0.997886739,
3463.537047083, 0.998167228,
3463.557478720, 0.998432968,
3463.577910257, 0.998240714,
3463.639205267, 0.998006962,
3463.659636903, 0.998095805,
3463.680068540, 0.997931889,
3463.700500276, 0.998084293,
3463.720931813, 0.998078288,
3463.741363449, 0.997896567,
3463.761795186, 0.997968651,
3463.782226822, 0.997970097,
3463.802658359, 0.997778367,
3463.823090096, 0.997623646,
3463.843521732, 0.997924736,
3463.863953268, 0.998211245,
3463.884385005, 0.997943910,
3463.904816641, 0.998029825,
3463.925248178, 0.997831907,
3463.945679914, 0.998131922,
3463.966111450, 0.998078379,
3463.986543087, 0.997983443,
3464.006974823, 0.997976234,
3464.027406359, 0.997932676,
3464.047838096, 0.997861976,
3464.068269732, 0.997877629,
3464.109133004, 0.997760280,
3464.129564641, 0.997468527,
3464.149996177, 0.997530539,
3464.170427913, 0.997895986,
3464.190859549, 0.997698918,
3464.211291186, 0.997598623,
3464.231722822, 0.997585963,
3464.252154458, 0.997785019,
3464.272586094, 0.997550730,
3464.293017830, 0.997805658,
3464.313449366, 0.997569597,
3464.354312739, 0.997656202,
3464.374744275, 0.997414619,
3464.395176011, 0.997633324,
3464.415607647, 0.997372477,
3464.436039183, 0.997598072,
3464.456470919, 0.997225640,
3464.476902555, 0.997567792,
3464.497334091, 0.997521007,
3464.517765827, 0.997358830,
3464.538197463, 0.997537699,
3464.558628999, 0.997551241,
3464.599492371, 0.997403095,
3464.619924007, 0.997596988,
3464.640355643, 0.997363306,
3464.660787279, 0.997348778,
3464.681219015, 0.997355167,
3464.701650551, 0.997295404,
3464.722082187, 0.997179101,
3464.742513823, 0.997553273,
3464.762945459, 0.997500789,
3464.783377095, 0.997501902,
3464.803808831, 0.997540773,
3464.824240366, 0.997638288,
3464.844672002, 0.997678783,
3464.865103738, 0.997695085,
3464.885535274, 0.997797432,
3464.905966910, 0.997595524,
3464.926398646, 0.997805719,
3464.946830182, 0.997589301,
3464.967261918, 0.997753582,
3464.987693553, 0.997475755,
3465.008125089, 0.996771231,
3465.028556825, 0.997756274,
3465.048988461, 0.991599641,
3465.089851733, 0.998062435,
3465.110283369, 0.997965093,
3465.130715004, 0.997982220,
3465.151146640, 0.998013573,
3465.171578276, 0.998070052,
3465.192009912, 0.998114847,
3465.212441548, 0.997947214,
3465.232873183, 0.998149243,
3465.253304819, 0.997774265,
3465.273736555, 0.997377184,
3465.294168091, 0.997944923,
3465.335031463, 0.998170439,
3465.355462998, 0.998498608,
3465.375894734, 0.998305870,
3465.396326370, 0.998511698,
3465.416757906, 0.998310125,
3465.437189642, 0.998320331,
3465.457621177, 0.998517058,
3465.478052813, 0.998317876,
3465.498484549, 0.998653376,
3465.518916085, 0.998391056,
3465.539347721, 0.998548865,
3465.580210992, 0.998932201,
3465.600642728, 0.998817058,
3465.621074364, 0.998654838,
3465.641506000, 0.998885110,
3465.661937636, 0.998799272,
3465.682369272, 0.998846034,
3465.723232543, 0.998860720,
3465.743664179, 0.998834438,
3465.764095815, 0.998964505,
3465.784527451, 0.998888497,
3465.825390722, 0.998466274,
3465.845822458, 0.998561937,
3465.866253994, 0.998516807,
3465.886685730, 0.998711539,
3465.907117366, 0.998788002,
3465.927548902, 0.999233052,
3465.947980638, 0.999187552,
3465.968412274, 0.999315745,
3465.988843810, 0.999287880,
3466.009275545, 0.999186871,
3466.029707181, 0.999102727,
3466.070570453, 0.999247627,
3466.091002089, 0.999204380,
3466.111433725, 0.999426932,
3466.131865361, 0.999298241,
3466.152296997, 0.999368056,
3466.172728633, 0.999356050,
3466.213591905, 0.999404170,
3466.234023541, 0.999227597,
3466.254455177, 0.999423921,
3466.274886813, 0.999832353,
3466.315750085, 0.999098623,
3466.336181721, 0.999407195,
3466.356613457, 0.999732023,
3466.377044993, 0.999360780,
3466.397476629, 0.999647410,
3466.417908365, 0.999716648,
3466.438339901, 0.999551844,
3466.458771637, 0.999452595,
3466.479203273, 0.999639126,
3466.499634810, 0.999575456,
3466.540498182, 0.999284551,
3466.581361454, 0.999319176,
3466.601793090, 0.999203321,
3466.622224627, 0.999400512,
3466.642656363, 0.999334308,
3466.663087999, 0.999368355,
3466.683519635, 0.999385010,
3466.703951272, 0.999360994,
3466.724382908, 0.999419257,
3466.744814644, 0.999302054,
3466.765246180, 0.999282706,
3466.806109553, 0.999455763,
3466.826541189, 0.999217719,
3466.846972726, 0.999113661,
3466.867404462, 0.999228453,
3466.887836098, 0.999228103,
3466.908267635, 0.999354658,
3466.928699371, 0.999276384,
3466.949131008, 0.999294143,
3466.969562544, 0.999263137,
3466.989994281, 0.999254158,
3467.010425817, 0.999268497,
3467.051289190, 0.999562082,
3467.071720727, 0.999184056,
3467.092152463, 0.999495608,
3467.112584100, 0.999294147,
3467.133015636, 0.999298955,
3467.153447373, 0.999383671,
3467.173879010, 0.999490311,
3467.194310646, 0.999404171,
3467.214742283, 0.999563753,
3467.235173920, 0.999476792,
3467.255605556, 0.999314503,
3467.296468830, 0.999738632,
3467.316900567, 0.999393362,
3467.337332203, 0.999673153,
3467.357763740, 0.999477243,
3467.378195477, 0.999270942,
3467.398627114, 0.999564174,
3467.419058651, 0.999712494,
3467.439490388, 0.999567896,
3467.459922024, 0.999575638,
3467.480353561, 0.999551428,
3467.500785298, 0.999523370,
3467.562080209, 0.999480283,
3467.582511846, 0.999414686,
3467.602943583, 0.999641275,
3467.623375121, 0.999329271,
3467.643806758, 0.999377049,
3467.684670032, 0.999322965,
3467.705101669, 0.999339503,
3467.725533406, 0.999315721,
3467.745964944, 0.999288224,
3467.786828218, 0.999509212,
3467.807259856, 0.999556276,
3467.827691493, 0.999507790,
3467.848123230, 0.999303339,
3467.868554768, 0.999210523,
3467.888986505, 0.999182260,
3467.909418142, 0.999473453,
3467.929849680, 0.999156796,
3467.950281417, 0.999343137,
3467.970713055, 0.999253686,
3467.991144593, 0.999388232,
3468.032007968, 0.999512416,
3468.052439505, 0.999585218,
3468.072871243, 0.999473831,
3468.093302881, 0.999270378,
3468.113734418, 0.999205708,
3468.134166156, 0.999261131,
3468.154597794, 0.999165434,
3468.175029532, 0.999281661,
3468.195461070, 0.999157647,
3468.215892708, 0.999359572,
3468.236324445, 0.999269871,
3468.277187621, 0.999357692,
3468.297619359, 0.999217037,
3468.318050997, 0.999306747,
3468.338482535, 0.999369443,
3468.358914273, 0.999434472,
3468.379345912, 0.999271181,
3468.399777450, 0.999342352,
3468.420209188, 0.999335681,
3468.440640826, 0.999353281,
3468.461072464, 0.999428291,
3468.481504103, 0.999954347,
3468.522367379, 0.999403644,
3468.542799018, 0.999353979,
3468.563230556, 0.999301893,
3468.583662295, 0.999533410,
3468.604093933, 0.999405319,
3468.624525472, 0.999523668,
3468.644957210, 0.999464545,
3468.665388849, 0.999604332,
3468.685820587, 1.000199041,
3468.706252126, 1.000545236,
3468.726683765, 1.000084248,
3468.767547042, 1.000258457,
3468.787978681, 1.000258381,
3468.808410420, 1.000266144,
3468.828842059, 1.000160704,
3468.849273598, 1.000007099,
3468.869705336, 0.999926016,
3468.890136975, 0.999764861,
3468.910568514, 0.999614489,
3468.931000254, 0.999628411,
3468.951431893, 0.999623938,
3468.971863632, 0.999698358,
3469.012726810, 1.000381124,
3469.033158549, 1.000539313,
3469.053590089, 1.000618517,
3469.074021728, 1.000766464,
3469.094453467, 1.000618101,
3469.114885007, 1.000352680,
3469.135316646, 1.000310797,
3469.155748386, 1.000181292,
3469.176179925, 0.999739030,
3469.196611565, 0.999766506,
3469.217043304, 0.999778046,
3469.237474844, 0.999836514,
3469.257906584, 0.999783939,
3469.278338123, 0.999953700,
3469.298769763, 1.000008962,
3469.319201503, 1.000034252,
3469.339633143, 0.999984163,
3469.360064683, 0.999986646,
3469.380496423, 1.000399490,
