BJD - 2454833, Corrected Flux
3440.530955047, 0.995803075,
3440.571818746, 0.996838993,
3440.592250445, 0.996704712,
3440.612682344, 0.996554485,
3440.653545842, 0.996979308,
3440.673977740, 0.996565682,
3440.694409538, 0.995804152,
3440.714841336, 0.995758208,
3440.735273133, 0.995814529,
3440.755704930, 0.996053577,
3440.776136727, 0.995941781,
3440.796568624, 0.995854305,
3440.817000320, 0.995700576,
3440.837432117, 0.995741041,
3440.857864012, 0.995790351,
3440.878295708, 0.995820730,
3440.898727503, 0.995735775,
3440.919159398, 0.995781142,
3440.939591093, 0.995720796,
3440.960022888, 0.995781952,
3440.980454782, 0.995750780,
3441.000886476, 0.995752982,
3441.021318269, 0.995555425,
3441.062181856, 0.995869832,
3441.082613649, 0.995852015,
3441.103045442, 0.997083577,
3441.123477234, 0.996411471,
3441.143909026, 0.996522553,
3441.164340918, 0.996766480,
3441.184772610, 0.997260240,
3441.205204501, 0.997417712,
3441.225636292, 0.996835965,
3441.246067983, 0.996800282,
3441.266499873, 0.997002061,
3441.286931664, 0.996730072,
3441.307363354, 0.997301569,
3441.327795244, 0.996855195,
3441.348227033, 0.995927899,
3441.368658722, 0.995884699,
3441.389090611, 0.995900312,
3441.409522400, 0.996109386,
3441.429954089, 0.995898219,
3441.450385977, 0.995767102,
3441.470817765, 0.995462521,
3441.491249452, 0.995661304,
3441.511681340, 0.995400467,
3441.532113127, 0.995551618,
3441.552544914, 0.995471126,
3441.572976701, 0.995417503,
3441.593408487, 0.995292514,
3441.613840273, 0.995433413,
3441.634272159, 0.995177037,
3441.654703845, 0.995674877,
3441.675135630, 0.997585857,
3441.695567515, 0.993496132,
3441.715999200, 0.986648972,
3441.736430985, 0.993171480,
3441.756862869, 1.006360614,
3441.797726337, 0.995220566,
3441.818158220, 0.993925113,
3441.838589904, 0.994194973,
3441.859021687, 0.994010839,
3441.879453470, 0.993995040,
3441.899885252, 0.995644456,
3441.920317134, 0.994548341,
3441.940748816, 0.994771924,
3441.961180598, 0.994820945,
3441.981612480, 0.995444910,
3442.002044261, 0.995187268,
3442.042907823, 0.995196932,
3442.063339603, 0.995297738,
3442.083771284, 0.994789047,
3442.104203164, 0.994734025,
3442.124634943, 0.995263612,
3442.165498502, 0.994475239,
3442.185930281, 0.993861872,
3442.206361960, 0.994030959,
3442.226793838, 0.994620257,
3442.247225617, 0.993886039,
3442.267657295, 0.993810048,
3442.288089172, 0.993947600,
3442.308520950, 0.994697722,
3442.328952627, 0.995072230,
3442.349384504, 0.994924838,
3442.369816281, 0.994294826,
3442.390248057, 0.994362095,
3442.410679833, 0.994561647,
3442.431111609, 0.994625346,
3442.451543385, 0.994971196,
3442.471975261, 0.994751017,
3442.492406936, 0.994834460,
3442.512838711, 0.994656586,
3442.533270586, 0.994737672,
3442.553702260, 0.994677636,
3442.574134035, 0.994746864,
3442.594565908, 0.994625803,
3442.635429456, 0.994541628,
3442.655861229, 0.994608310,
3442.676292902, 0.994509651,
3442.696724775, 0.994669090,
3442.717156447, 0.994377811,
3442.737588220, 0.994614386,
3442.778451763, 0.994654993,
3442.798883535, 0.994270031,
3442.819315406, 0.995308573,
3442.839747177, 0.995411327,
3442.860178848, 0.994469388,
3442.880610718, 0.993800312,
3442.901042489, 0.994387139,
3442.921474159, 0.994695039,
3442.941906029, 0.993746251,
3442.962337798, 0.994064507,
3442.982769468, 0.994789058,
3443.003201337, 0.995330993,
3443.023633106, 0.995050737,
3443.044064774, 0.994026288,
3443.064496643, 0.994080961,
3443.084928411, 0.994340677,
3443.105360079, 0.994727023,
3443.125791946, 0.994799676,
3443.146223714, 0.994273622,
3443.166655381, 0.994526048,
3443.187087248, 0.994406759,
3443.207519014, 0.994529037,
3443.227950781, 0.994478997,
3443.248382547, 0.994553650,
3443.268814313, 0.994392732,
3443.289246179, 0.994617081,
3443.309677944, 0.994381814,
3443.330109609, 0.994386427,
3443.350541474, 0.994331189,
3443.370973239, 0.994532751,
3443.391404903, 0.994463493,
3443.411836768, 0.994367242,
3443.432268532, 0.995796542,
3443.452700196, 0.996849006,
3443.473132059, 0.991552978,
3443.513995485, 0.994795750,
3443.534427348, 0.994065340,
3443.554859011, 0.993823868,
3443.575290773, 0.994846256,
3443.595722635, 0.995948190,
3443.616154297, 0.995485777,
3443.636586059, 0.994041996,
3443.657017920, 0.994111022,
3443.677449682, 0.994344604,
3443.697881343, 0.994477585,
3443.718313203, 0.994929168,
3443.738744964, 0.994590127,
3443.759176624, 0.994568976,
3443.779608484, 0.994580675,
3443.800040244, 0.994839571,
3443.820471903, 0.994826535,
3443.840903763, 0.994763870,
3443.861335522, 0.994855938,
3443.881767180, 0.994841036,
3443.902199039, 0.994881464,
3443.922630798, 0.994787014,
3443.943062456, 0.994854125,
3443.963494313, 0.994819515,
3444.004357929, 0.994822099,
3444.024789586, 0.994867689,
3444.045221343, 0.994794513,
3444.065653199, 0.996257926,
3444.086084856, 0.996055588,
3444.106516612, 0.995269060,
3444.126948468, 0.995196408,
3444.147380224, 0.994929202,
3444.167811880, 0.994914784,
3444.188243735, 0.995230995,
3444.208675490, 0.995843361,
3444.229107145, 0.995414804,
3444.249539000, 0.995065515,
3444.269970754, 0.994805280,
3444.290402408, 0.995155372,
3444.310834262, 0.995685719,
3444.331265916, 0.996062085,
3444.351697670, 0.995437713,
3444.372129523, 0.995249018,
3444.392561176, 0.995270012,
3444.412992929, 0.995573038,
3444.433424781, 0.995686710,
3444.453856434, 0.996022988,
3444.474288186, 0.995684104,
3444.515151789, 0.995651552,
3444.535583441, 0.995754507,
3444.576447043, 0.995836727,
3444.596878694, 0.995903466,
3444.617310545, 0.995811650,
3444.637742295, 0.995861081,
3444.658174145, 0.995696950,
3444.678605795, 0.995863523,
3444.699037544, 0.995721113,
3444.739901043, 0.995632818,
3444.760332792, 0.995914981,
3444.780764641, 0.996049350,
3444.801196289, 0.995882804,
3444.821628038, 0.995577352,
3444.842059886, 0.995423519,
3444.862491534, 0.995878144,
3444.882923281, 0.997120339,
3444.903355129, 0.997124291,
3444.923786776, 0.996378668,
3444.944218523, 0.996230971,
3444.964650370, 0.995917296,
3444.985082116, 0.996142540,
3445.005513762, 0.995785872,
3445.025945608, 0.996379873,
3445.046377354, 0.996725426,
3445.066809000, 0.996133132,
3445.087240845, 0.995548345,
3445.107672591, 0.995809609,
3445.128104236, 0.996154531,
3445.148536080, 0.997051830,
3445.168967725, 0.997399954,
3445.189399469, 0.996225380,
3445.209831313, 0.995604803,
3445.230262957, 0.995666438,
3445.250694701, 0.995928592,
3445.271126544, 0.996226595,
3445.291558188, 0.996375861,
3445.311990031, 0.996126634,
3445.332421773, 0.996055567,
3445.352853516, 0.996072452,
3445.373285258, 0.996250025,
3445.393717000, 0.996300331,
3445.414148742, 0.996208066,
3445.434580484, 0.996029718,
3445.455012225, 0.995991061,
3445.475443967, 0.996152590,
3445.495875808, 0.995973990,
3445.516307449, 0.996081250,
3445.536739189, 0.995841234,
3445.557171030, 0.996064402,
3445.577602670, 0.996049540,
3445.598034410, 0.996015092,
3445.618466250, 0.995581547,
3445.638897889, 0.997701418,
3445.659329628, 0.998604991,
3445.679761467, 0.993641824,
3445.720624845, 0.996041701,
3445.741056683, 0.996281521,
3445.761488322, 0.995780740,
3445.781920060, 0.995917509,
3445.802351898, 0.995778167,
3445.822783635, 0.995931157,
3445.843215273, 0.995850929,
3445.863647110, 0.995796800,
3445.884078747, 0.995666025,
3445.904510584, 0.995664737,
3445.924942320, 0.995783704,
3445.965805793, 0.996692384,
3445.986237528, 0.996138150,
3446.006669164, 0.995876125,
3446.027101000, 0.996447987,
3446.047532735, 0.997038367,
3446.067964370, 0.996305691,
3446.088396205, 0.996298298,
3446.108827940, 0.996873501,
3446.129259574, 0.997568683,
3446.149691408, 0.997764161,
3446.170123142, 0.996157623,
3446.190554876, 0.995549331,
3446.210986610, 0.995390772,
3446.231418343, 0.995428138,
3446.251850076, 0.995571010,
3446.272281810, 0.995747808,
3446.292713542, 0.995844262,
3446.313145275, 0.996027183,
3446.333577107, 0.995998074,
3446.354008739, 0.995815476,
3446.374440471, 0.995499013,
3446.394872303, 0.995579538,
3446.415303934, 0.995668741,
3446.435735666, 0.995582290,
3446.456167497, 0.995739662,
3446.476599128, 0.995719841,
3446.497030959, 0.995828106,
3446.517462689, 0.996383123,
3446.537894319, 0.996465180,
3446.558326150, 0.996202290,
3446.578757880, 0.996445334,
3446.599189509, 0.996429777,
3446.619621339, 0.996240609,
3446.640053068, 0.996305933,
3446.701348255, 0.996523082,
3446.721779883, 0.996744683,
3446.742211711, 0.996917312,
3446.762643439, 0.996191518,
3446.783075067, 0.996121456,
3446.803506895, 0.995474978,
3446.823938622, 0.995362493,
3446.844370249, 0.995735532,
3446.864802077, 0.995977641,
3446.885233803, 0.995400343,
3446.905665430, 0.995009382,
3446.926097256, 0.995028202,
3446.966960609, 0.995637859,
3447.007824160, 0.996125316,
3447.028255886, 0.996196699,
3447.048687611, 0.996274093,
3447.069119336, 0.996512551,
3447.089551161, 0.996829930,
3447.109982786, 0.996797325,
3447.130414510, 0.996968676,
3447.150846334, 0.996975052,
3447.171278058, 0.996960311,
3447.191709682, 0.997002265,
3447.212141506, 0.997192592,
3447.232573229, 0.997165004,
3447.253004852, 0.997180712,
3447.273436676, 0.997400781,
3447.293868398, 0.997289844,
3447.314300021, 0.997372963,
3447.334731844, 0.997387831,
3447.355163566, 0.997398748,
3447.375595188, 0.997409376,
3447.396027010, 0.997530238,
3447.416458731, 0.997585201,
3447.436890353, 0.997545939,
3447.457322174, 0.997551361,
3447.477753796, 0.997594863,
3447.498185616, 0.997745178,
3447.518617337, 0.997733661,
3447.539049058, 0.998025372,
3447.559480678, 0.998174584,
3447.579912498, 0.998359282,
3447.600344218, 0.998181088,
3447.620775938, 0.997848062,
3447.641207657, 0.997641711,
3447.682071096, 0.997981632,
3447.702502815, 0.997935018,
3447.722934534, 0.998266175,
3447.743366352, 0.998304210,
3447.763797971, 0.998382686,
3447.784229689, 0.998316353,
3447.804661507, 0.998310493,
3447.825093125, 0.998227219,
3447.845524842, 0.998352612,
3447.865956660, 0.998261700,
3447.886388277, 0.998553367,
3447.927251811, 0.997937616,
3447.947683428, 0.998155279,
3447.968115144, 0.998424981,
3447.988546960, 0.998299389,
3448.008978676, 0.998489000,
3448.029410292, 0.998428069,
3448.049842108, 0.998480222,
3448.070273824, 0.998277837,
3448.090705439, 0.998435222,
3448.111137254, 0.998408477,
3448.131568969, 0.998430400,
3448.152000584, 0.998599876,
3448.172432399, 0.998507494,
3448.192864113, 0.998535247,
3448.213295927, 0.998514495,
3448.233727541, 0.998555069,
3448.254159255, 0.998491337,
3448.274590969, 0.998645058,
3448.295022682, 0.998468365,
3448.315454296, 0.998398660,
3448.335886109, 0.998421297,
3448.356317822, 0.998222412,
3448.376749435, 0.998276281,
3448.417612959, 0.997928807,
3448.438044672, 0.997758172,
3448.458476384, 0.997779917,
3448.478908095, 0.997864792,
3448.499339807, 0.998126349,
3448.519771519, 0.998308640,
3448.540203230, 0.998128630,
3448.560634941, 0.998132989,
3448.581066752, 0.998118717,
3448.601498363, 0.998264959,
3448.621930073, 0.998017368,
3448.642361884, 0.997957413,
3448.662793494, 0.997905726,
3448.683225204, 0.997840322,
3448.703657013, 0.997856993,
3448.724088623, 0.997735231,
3448.744520432, 0.997855845,
3448.764952142, 0.997775766,
3448.785383751, 0.997798050,
3448.805815560, 0.997676512,
3448.826247269, 0.997740624,
3448.846678977, 0.997662719,
3448.867110685, 0.997532523,
3448.907974102, 0.997385868,
3448.928405810, 0.997628599,
3448.948837517, 0.997602348,
3448.969269225, 0.997576692,
3448.989700932, 0.997579565,
3449.010132639, 0.997487285,
3449.030564346, 0.997418154,
3449.050996053, 0.997335901,
3449.071427759, 0.997199025,
3449.091859466, 0.997066309,
3449.112291172, 0.997371012,
3449.132722878, 0.997250039,
3449.153154484, 0.997119656,
3449.173586290, 0.997006760,
3449.194017995, 0.997176554,
3449.214449601, 0.997357862,
3449.234881406, 0.997548865,
3449.255313111, 0.997770457,
3449.275744916, 0.997586021,
3449.296176520, 0.997139425,
3449.316608225, 0.997119397,
3449.337040029, 0.996962173,
3449.357471633, 0.997316617,
3449.377903337, 0.997638095,
3449.398335141, 0.998343767,
3449.418766844, 0.996826904,
3449.439198448, 0.996532866,
3449.459630251, 0.996643553,
3449.480061954, 0.996820848,
3449.500493557, 0.997023580,
3449.520925360, 0.997228181,
3449.541357062, 0.997345620,
3449.561788665, 0.997441914,
3449.582220467, 0.997674125,
3449.602652169, 0.997406363,
3449.623083771, 0.996588785,
3449.643515573, 0.996560221,
3449.663947274, 0.996815262,
3449.684378975, 0.996979068,
3449.704810677, 0.997058033,
3449.725242378, 0.997060814,
3449.745674078, 0.997048784,
3449.766105779, 0.997137894,
3449.786537480, 0.997083082,
3449.806969280, 0.996897900,
3449.827400880, 0.997021899,
3449.847832580, 0.996946080,
3449.888695980, 0.997310390,
3449.909127679, 0.997329588,
3449.929559478, 0.997401115,
3449.949991078, 0.997192888,
3449.970422777, 0.997051551,
3449.990854575, 0.996962839,
3450.011286174, 0.997168667,
3450.031717873, 0.997087634,
3450.052149671, 0.997108621,
3450.072581269, 0.997166550,
3450.093012967, 0.997091539,
3450.113444765, 0.997299021,
3450.133876363, 0.997203332,
3450.154308060, 0.997265080,
3450.174739857, 0.996914131,
3450.195171455, 0.996846299,
3450.215603152, 0.996836127,
3450.236034948, 0.996816528,
3450.256466645, 0.996890916,
3450.297330038, 0.997053119,
3450.317761734, 0.997268294,
3450.338193430, 0.997240224,
3450.379056822, 0.998483171,
3450.399488617, 0.998441121,
3450.419920212, 0.998064363,
3450.440351908, 0.997838382,
3450.460783703, 0.997826698,
3450.481215298, 0.997834267,
3450.501646992, 0.997770620,
3450.522078787, 0.998041973,
3450.542510381, 0.998381711,
3450.562942075, 0.998453587,
3450.583373869, 0.998538662,
3450.603805464, 0.998436915,
3450.624237157, 0.998644845,
3450.644668851, 0.998526442,
3450.665100544, 0.998416628,
3450.685532237, 0.998056116,
3450.705964031, 0.997315419,
3450.726395623, 0.997235639,
3450.746827316, 0.997109139,
3450.767259109, 0.997296220,
3450.787690701, 0.997601826,
3450.808122494, 0.997735366,
3450.828554186, 0.997895308,
3450.848985778, 0.997889956,
3450.869417570, 0.997787972,
3450.889849261, 0.997694867,
3450.910280853, 0.997637653,
3450.930712644, 0.997517619,
3450.951144335, 0.997462435,
3450.971575926, 0.997464356,
3450.992007717, 0.997415361,
3451.012439408, 0.997476388,
3451.032870998, 0.997454765,
3451.053302789, 0.997433878,
3451.073734479, 0.997471653,
3451.094166169, 0.997518213,
3451.114597859, 0.997413391,
3451.135029549, 0.997446130,
3451.155461239, 0.997580115,
3451.175892928, 0.997495922,
3451.196324618, 0.997545007,
3451.216756307, 0.997546364,
3451.237188096, 0.997534445,
3451.257619685, 0.997502868,
3451.278051373, 0.997482875,
3451.298483162, 0.997603701,
3451.318914750, 0.997706162,
3451.339346539, 0.997557421,
3451.359778227, 0.997657558,
3451.380209815, 0.997509503,
3451.400641602, 0.997495324,
3451.421073290, 0.997536505,
3451.441504877, 0.997476281,
3451.461936665, 0.997489346,
3451.482368252, 0.997340954,
3451.502799939, 0.997485417,
3451.523231726, 0.997599969,
3451.543663313, 0.997669777,
3451.564094999, 0.997567763,
3451.604958472, 0.997491976,
3451.625390058, 0.997317316,
3451.645821844, 0.997370340,
3451.666253530, 0.997353252,
3451.686685116, 0.997388182,
3451.707116901, 0.997464563,
3451.727548587, 0.997431944,
3451.747980172, 0.997217120,
3451.768411957, 0.997231407,
3451.788843642, 0.997114516,
3451.809275427, 0.997069485,
3451.850138696, 0.997307540,
3451.870570480, 0.997010451,
3451.891002064, 0.997174168,
3451.911433749, 0.996924041,
3451.931865533, 0.997103564,
3451.952297116, 0.997407084,
3451.972728800, 0.997461368,
3451.993160583, 0.997547648,
3452.013592167, 0.997406332,
3452.034023850, 0.997262850,
3452.054455633, 0.997247460,
3452.074887316, 0.997387640,
3452.115750681, 0.997317762,
3452.136182364, 0.997381525,
3452.156613946, 0.997326194,
3452.177045728, 0.997292721,
3452.197477410, 0.997353177,
3452.217908992, 0.997315453,
3452.238340774, 0.997341339,
3452.258772455, 0.997331286,
3452.279204137, 0.997378473,
3452.299635818, 0.997498947,
3452.340499181, 0.997348835,
3452.360930861, 0.997152486,
3452.381362442, 0.997326386,
3452.401794223, 0.997464548,
3452.422225903, 0.997319515,
3452.442657584, 0.997198537,
3452.463089264, 0.996767665,
3452.503952624, 0.996416616,
3452.524384304, 0.996123183,
3452.544815983, 0.996016745,
3452.565247663, 0.996003850,
3452.585679442, 0.996134975,
3452.606111021, 0.996399834,
3452.626542700, 0.996558807,
3452.646974479, 0.996390123,
3452.667406058, 0.996173679,
3452.687837737, 0.996050537,
3452.708269515, 0.996211974,
3452.728701094, 0.996454075,
3452.749132872, 0.996832140,
3452.769564550, 0.997282290,
3452.789996128, 0.997398221,
3452.810427906, 0.997525282,
3452.830859583, 0.997475696,
3452.851291161, 0.997488410,
3452.871722939, 0.997480567,
3452.892154616, 0.997465873,
3452.912586293, 0.997490243,
3452.933017970, 0.997543013,
3452.953449647, 0.997694221,
3452.973881324, 0.997811278,
3452.994313000, 0.997869219,
3453.014744677, 0.997781683,
3453.035176353, 0.997798154,
3453.055608029, 0.997933696,
3453.076039705, 0.998090831,
3453.096471381, 0.997907474,
3453.116903057, 0.998035445,
3453.137334733, 0.998478986,
3453.157766508, 0.998010272,
3453.178198084, 0.998290417,
3453.198629759, 0.998082578,
3453.219061534, 0.998271854,
3453.239493109, 0.998212218,
3453.259924784, 0.998188675,
3453.280356559, 0.998130483,
3453.321219808, 0.997532767,
3453.341651582, 0.997620906,
3453.362083157, 0.997701696,
3453.382514831, 0.997691014,
3453.402946605, 0.997671791,
3453.423378279, 0.997821405,
3453.443809852, 0.997708256,
3453.464241626, 0.997946504,
3453.484673299, 0.997897410,
3453.505104873, 0.997725871,
3453.525536646, 0.997745714,
3453.545968319, 0.997827476,
3453.566399892, 0.997906719,
3453.586831665, 0.997887252,
3453.607263337, 0.998147747,
3453.627695110, 0.997716382,
3453.648126682, 0.997252165,
3453.668558354, 0.997179105,
3453.688990127, 0.997412180,
3453.709421699, 0.997158820,
3453.729853371, 0.996951792,
3453.750285142, 0.997790455,
3453.770716714, 0.997849231,
3453.811580057, 0.997307876,
3453.832011728, 0.997210711,
3453.852443399, 0.997716405,
3453.872875070, 0.997713265,
3453.893306741, 0.997654384,
3453.913738412, 0.997501340,
3453.934170183, 0.997522726,
3453.954601753, 0.997567770,
3453.975033424, 0.997538939,
3453.995465194, 0.997538512,
3454.015896764, 0.997545167,
3454.036328434, 0.997714998,
3454.056760204, 0.997660951,
3454.077191774, 0.997585211,
3454.097623544, 0.997229747,
3454.118055213, 0.997472944,
3454.138486783, 0.997391642,
3454.158918552, 0.997384226,
3454.179350221, 0.997414802,
3454.199781790, 0.997284429,
3454.240645228, 0.997203507,
3454.261076897, 0.997350339,
3454.281508565, 0.997212691,
3454.301940234, 0.997212454,
3454.322371902, 0.997158886,
3454.342803570, 0.997094096,
3454.363235238, 0.997157209,
3454.383666906, 0.997050268,
3454.404098674, 0.996982801,
3454.424530242, 0.997029742,
3454.444961909, 0.997012015,
3454.465393677, 0.996955177,
3454.485825244, 0.996857766,
3454.506256911, 0.996868221,
3454.547120246, 0.996909657,
3454.567552012, 0.996768405,
3454.587983679, 0.997085853,
3454.608415246, 0.996524732,
3454.628847013, 0.996604959,
3454.649278579, 0.996505692,
3454.669710245, 0.996591447,
3454.690142011, 0.996445466,
3454.710573578, 0.996505059,
3454.731005244, 0.996579493,
3454.751437009, 0.996522448,
3454.771868675, 0.996593691,
3454.792300241, 0.996542327,
3454.812732006, 0.996408027,
3454.833163672, 0.996209825,
3454.853595237, 0.996267827,
3454.874027002, 0.996274060,
3454.894458667, 0.996301422,
3454.914890232, 0.996396906,
3454.935321997, 0.996262705,
3454.955753662, 0.996172156,
3454.976185426, 0.996190390,
3454.996616991, 0.996086938,
3455.017048655, 0.996095887,
3455.037480419, 0.996134508,
3455.057911984, 0.996132719,
3455.078343648, 0.996698992,
3455.098775412, 0.996065837,
3455.119206975, 0.996250178,
3455.139638639, 0.996166800,
3455.160070403, 0.996147356,
3455.180501966, 0.996180119,
3455.200933629, 0.996026623,
3455.221365393, 0.996073599,
3455.241797056, 0.995972251,
3455.282660382, 0.997282933,
3455.303092045, 0.997242973,
3455.323523607, 0.996423848,
3455.343955370, 0.996239722,
3455.364387033, 0.996148339,
3455.384818595, 0.996072199,
3455.405250357, 0.996169424,
3455.425682019, 0.996165986,
3455.446113681, 0.996166038,
3455.466545343, 0.996223255,
3455.486976905, 0.996242936,
3455.507408667, 0.996286592,
3455.527840329, 0.996114601,
3455.548271890, 0.995993029,
3455.568703651, 0.996133461,
3455.589135313, 0.996104305,
3455.609566974, 0.996060129,
3455.629998635, 0.996297694,
3455.650430296, 0.996166680,
3455.670861957, 0.996437470,
3455.691293618, 0.996265303,
3455.711725278, 0.996421198,
3455.732156939, 0.996368896,
3455.773020260, 0.996687790,
3455.793451920, 0.996578905,
3455.813883680, 0.996857569,
3455.834315240, 0.997159232,
3455.854747000, 0.997540424,
3455.875178660, 0.997737592,
3455.895610220, 0.997858512,
3455.916041979, 0.998206489,
3455.936473639, 0.998202163,
3455.956905198, 0.998129704,
3455.977336958, 0.998161293,
3455.997768617, 0.997942953,
3456.018200176, 0.997883382,
3456.038631935, 0.998084153,
3456.059063594, 0.997695480,
3456.079495253, 0.997616550,
3456.099926911, 0.997285013,
3456.120358570, 0.997178508,
3456.140790229, 0.997058352,
3456.161221887, 0.997091349,
3456.181653545, 0.997209295,
3456.222516862, 0.997265410,
3456.242948520, 0.997364356,
3456.263380178, 0.997369080,
3456.283811835, 0.997336239,
3456.304243493, 0.997459956,
3456.324675251, 0.997624512,
3456.345106808, 0.997674480,
3456.365538466, 0.997741415,
3456.385970223, 0.997650210,
3456.406401780, 0.997469243,
3456.426833437, 0.997565886,
3456.447265194, 0.997716061,
3456.467696752, 0.997782157,
3456.488128408, 0.997915292,
3456.508560165, 0.997854062,
3456.528991722, 0.997960036,
3456.549423378, 0.998023712,
3456.569855135, 0.998022545,
3456.590286791, 0.998482708,
3456.610718347, 0.998071462,
3456.631150104, 0.998261855,
3456.651581760, 0.998143295,
3456.672013316, 0.998169392,
3456.692445071, 0.998412394,
3456.712876727, 0.998364822,
3456.753740039, 0.998426685,
3456.774171694, 0.998570323,
3456.794603450, 0.998587102,
3456.815035005, 0.998257538,
3456.835466660, 0.997796566,
3456.855898415, 0.997209994,
3456.876329970, 0.997041161,
3456.896761625, 0.997252789,
3456.917193380, 0.997795572,
3456.937624935, 0.998507503,
3456.958056590, 0.998382081,
3456.978488244, 0.998478295,
3456.998919899, 0.998549841,
3457.019351553, 0.998330199,
3457.039783207, 0.998545774,
3457.060214862, 0.998598000,
3457.080646516, 0.998582804,
3457.101078170, 0.998617366,
3457.121509824, 0.998783586,
3457.141941578, 0.999046383,
3457.162373231, 0.999186591,
3457.182804785, 0.998904196,
3457.203236539, 0.999064370,
3457.244099746, 0.999248491,
3457.264531499, 0.999060615,
3457.284963152, 0.999093884,
3457.305394705, 0.998976242,
3457.325826458, 0.998710606,
3457.346258111, 0.998940126,
3457.366689664, 0.998890285,
3457.387121417, 0.998860774,
3457.407553070, 0.998983988,
3457.427984723, 0.998820983,
3457.448416375, 0.998954426,
3457.468848027, 0.998962588,
3457.489279680, 0.998889492,
3457.509711332, 0.998908667,
3457.530142984, 0.999417379,
3457.550574737, 0.999004303,
3457.571006389, 0.998874767,
3457.591437940, 0.998963226,
3457.611869692, 0.998964128,
3457.632301344, 0.998933128,
3457.652732896, 0.998988862,
3457.673164647, 0.998997817,
3457.693596299, 0.998635097,
3457.734459602, 0.998752855,
3457.754891253, 0.998948314,
3457.775322804, 0.998861707,
3457.795754555, 0.998888304,
3457.816186106, 0.998875223,
3457.836617757, 0.998834034,
3457.857049508, 0.998892803,
3457.877481059, 0.998897026,
3457.897912710, 0.998931801,
3457.918344460, 0.998874601,
3457.938776011, 0.998775645,
3457.959207761, 0.998769445,
3457.979639412, 0.998897760,
3458.000071062, 0.998619336,
3458.020502712, 0.998714646,
3458.040934362, 0.998497080,
3458.061366013, 0.998438965,
3458.081797663, 0.998405726,
3458.102229312, 0.998559413,
3458.122660962, 0.999229757,
3458.143092712, 0.999300159,
3458.163524262, 0.999087887,
3458.183955911, 0.998654202,
3458.204387661, 0.998157073,
3458.224819210, 0.997798841,
3458.245250860, 0.997704819,
3458.265682609, 0.998098830,
3458.286114158, 0.998388067,
3458.306545807, 0.998414922,
3458.326977556, 0.998430044,
3458.347409105, 0.998494334,
3458.367840854, 0.998602751,
3458.388272503, 0.998540347,
3458.408704152, 0.998595868,
3458.429135800, 0.998574760,
3458.449567449, 0.998582040,
3458.469999098, 0.998546484,
3458.490430746, 0.998564617,
3458.510862394, 0.998476440,
3458.531294043, 0.998492320,
3458.551725691, 0.998470989,
3458.572157339, 0.998368120,
3458.592588987, 0.998332938,
3458.613020635, 0.998392066,
3458.633452283, 0.998405061,
3458.653883831, 0.998366631,
3458.674315579, 0.998438052,
3458.694747226, 0.998360545,
3458.715178974, 0.998366308,
3458.735610522, 0.998363672,
3458.756042169, 0.998331527,
3458.776473917, 0.998367235,
3458.796905464, 0.998359655,
3458.817337111, 0.998369098,
3458.837768858, 0.998400601,
3458.858200406, 0.998370601,
3458.878632053, 0.998407205,
3458.899063800, 0.998365405,
3458.919495347, 0.998284605,
3458.939926993, 0.998285663,
3458.960358740, 0.998234753,
3458.980790387, 0.998200971,
3459.001221934, 0.998141212,
3459.021653680, 0.998187859,
3459.042085327, 0.998209401,
3459.062516873, 0.998136749,
3459.082948619, 0.998105787,
3459.103380266, 0.998043492,
3459.123812012, 0.998085287,
3459.144243558, 0.998071691,
3459.164675204, 0.998129982,
3459.185106950, 0.998031942,
3459.205538496, 0.997957385,
3459.225970142, 0.997923823,
3459.246401788, 0.997964834,
3459.266833434, 0.998109692,
3459.287265079, 0.998191352,
3459.307696825, 0.998117644,
3459.328128371, 0.998267839,
3459.348560016, 0.998230424,
3459.368991662, 0.998063493,
3459.389423307, 0.997886405,
3459.409854952, 0.997767871,
3459.430286598, 0.997742521,
3459.450718243, 0.997709070,
3459.471149888, 0.997685557,
3459.491581633, 0.997665379,
3459.512013178, 0.997673557,
3459.532444923, 0.997654945,
3459.552876568, 0.997577372,
3459.573308112, 0.997725921,
3459.593739857, 0.997748301,
3459.614171502, 0.997611277,
3459.634603047, 0.997526367,
3459.655034791, 0.997382299,
3459.695897980, 0.998022141,
3459.716329724, 0.997661731,
3459.736761369, 0.997452686,
3459.757192913, 0.997529914,
3459.777624657, 0.997467901,
3459.798056301, 0.997452158,
3459.818487945, 0.997578618,
3459.838919589, 0.997588198,
3459.859351233, 0.997387075,
3459.879782977, 0.997423700,
3459.900214621, 0.997492130,
3459.920646165, 0.997768792,
3459.941077908, 0.997583163,
3459.961509552, 0.997771211,
3459.981941096, 0.997601133,
3460.002372839, 0.997557911,
3460.022804483, 0.997477519,
3460.043236026, 0.997495903,
3460.063667769, 0.997560798,
3460.084099313, 0.997421408,
3460.104530956, 0.997305460,
3460.124962699, 0.997460009,
3460.145394242, 0.997313795,
3460.165825885, 0.997321389,
3460.186257628, 0.997306701,
3460.206689171, 0.997296919,
3460.227120914, 0.997141960,
3460.247552557, 0.997109361,
3460.267984100, 0.997140782,
3460.288415842, 0.997180485,
3460.308847485, 0.997040589,
3460.349710770, 0.996944655,
3460.370142413, 0.996942483,
3460.390574055, 0.996977522,
3460.411005698, 0.997196919,
3460.431437340, 0.997069647,
