time, flux, empty
3285.233230532, 1.001564235,
3285.253666186, 1.001598561,
3285.274101941, 1.001565678,
3285.294537496, 1.001547185,
3285.314973151, 1.001561835,
3285.335408905, 1.001570433,
3285.355844560, 1.001553020,
3285.376280215, 1.001605061,
3285.396715870, 1.001541048,
3285.417151525, 1.001609670,
3285.437587179, 1.001595177,
3285.478458489, 1.001727757,
3285.498894144, 1.001679240,
3285.519329799, 1.001590205,
3285.539765454, 1.001735048,
3285.580636763, 1.001690083,
3285.601072518, 1.001733745,
3285.621508173, 1.001671282,
3285.641943728, 1.001790912,
3285.662379483, 1.002274643,
3285.682815137, 1.001914310,
3285.723686447, 1.001879609,
3285.744122102, 1.001907340,
3285.764557657, 1.001908066,
3285.784993412, 1.001809980,
3285.805429067, 1.001824127,
3285.825864721, 1.001824313,
3285.968914306, 1.001625648,
3285.989349960, 1.001649645,
3286.009785715, 1.001816111,
3286.030221270, 1.001796998,
3286.050656925, 1.001590596,
3286.071092680, 1.001577231,
3286.091528235, 1.001484573,
3286.111963990, 1.001566412,
3286.132399644, 1.001575376,
3286.152835199, 1.001689275,
3286.173270954, 1.001649524,
3286.193706609, 1.001735998,
3286.214142164, 1.001643016,
3286.234577919, 1.001769884,
3286.255013573, 1.001792556,
3286.275449128, 1.001792016,
3286.295884883, 1.001652571,
3286.316320538, 1.001776695,
3286.336756093, 1.001753415,
3286.357191847, 1.001747529,
3286.377627502, 1.001676082,
3286.398063257, 1.001531159,
3286.418498812, 1.001621705,
3286.459370221, 1.001530786,
3286.479805876, 1.001557927,
3286.500241431, 1.001663963,
3286.520677186, 1.001630362,
3286.541112740, 1.001627294,
3286.561548395, 1.001557354,
3286.581984150, 1.001667914,
3286.602419704, 1.001616573,
3286.622855359, 1.001635608,
3286.643291114, 1.001510326,
3286.663726668, 1.001558743,
3286.704598078, 1.001556426,
3286.725033632, 1.001644733,
3286.745469387, 1.001587853,
3286.765905042, 1.001546479,
3286.786340596, 1.001523860,
3286.806776351, 1.001577191,
3286.827212006, 1.001550299,
3286.847647660, 1.001513843,
3286.868083315, 1.001524442,
3286.888518969, 1.001498423,
3286.908954724, 1.001397754,
3286.949825933, 1.001468163,
3286.970261687, 1.001520483,
3286.990697342, 1.001488171,
3287.011132896, 1.001494170,
3287.031568651, 1.001397782,
3287.052004305, 1.001515860,
3287.072439860, 1.001444092,
3287.092875614, 1.001437882,
3287.113311268, 1.001505438,
3287.133746823, 1.001411859,
3287.154182577, 1.001429854,
3287.195053986, 1.001553957,
3287.215489540, 1.001565779,
3287.235925194, 1.001626934,
3287.256360849, 1.001635144,
3287.276796503, 1.001569429,
3287.297232057, 1.001615527,
3287.317667811, 1.001608307,
3287.338103466, 1.001632841,
3287.358539020, 1.001653289,
3287.378974774, 1.001504151,
3287.399410428, 1.001553304,
3287.440281736, 1.001641123,
3287.460717390, 1.001671700,
3287.481153144, 1.001726408,
3287.501588698, 1.001599444,
3287.522024352, 1.001674985,
3287.542460107, 1.001694626,
3287.562895760, 1.001605421,
3287.583331314, 1.001671509,
3287.603767068, 1.001654629,
3287.624202722, 1.001650121,
3287.644638276, 1.001480652,
3287.685509684, 1.001651684,
3287.705945438, 1.001715373,
3287.726380992, 1.001642141,
3287.767252399, 1.001606659,
3287.787687953, 1.001628547,
3287.808123607, 1.001560059,
3287.828559360, 1.000583656,
3287.848994914, 1.002298690,
3287.869430567, 1.006509388,
3287.889866321, 0.996450288,
3287.930737528, 1.001664122,
3287.951173182, 1.001479830,
3287.971608835, 1.001429779,
3287.992044589, 1.001349818,
3288.012480142, 1.001402445,
3288.032915796, 1.001469873,
3288.053351549, 1.001503307,
3288.073787202, 1.001502443,
3288.094222756, 1.001464301,
3288.114658509, 1.001489781,
3288.135094162, 1.001609214,
3288.155529715, 1.001818221,
3288.175965469, 1.001639947,
3288.196401122, 1.001583374,
3288.216836675, 1.001513194,
3288.237272428, 1.001523480,
3288.257708081, 1.001630023,
3288.278143834, 1.001569835,
3288.298579387, 1.001528013,
3288.319015040, 1.001413960,
3288.339450793, 1.001395451,
3288.380321999, 1.001346109,
3288.421193305, 1.001287102,
3288.441628958, 1.001324492,
3288.462064711, 1.001188382,
3288.482500263, 1.001205114,
3288.502936016, 1.001079751,
3288.523371669, 1.001155374,
3288.543807321, 1.001100741,
3288.564242974, 1.001030035,
3288.584678626, 1.000977947,
3288.605114279, 1.001045328,
3288.625549932, 1.000951209,
3288.666421136, 1.000994205,
3288.686856889, 1.001014200,
3288.707292541, 1.000866331,
3288.727728194, 1.000818633,
3288.748163846, 1.000891526,
3288.768599498, 1.000850003,
3288.789035250, 1.000825514,
3288.809470802, 1.000840135,
3288.829906455, 1.000800759,
3288.850342207, 1.000704044,
3288.870777759, 1.000613702,
3288.911649163, 1.000611195,
3288.932084715, 1.000645447,
3288.952520367, 1.000539534,
3288.972956118, 1.000711008,
3288.993391670, 1.000700442,
3289.013827322, 1.000699713,
3289.034263074, 1.000619467,
3289.054698726, 1.000741391,
3289.075134377, 1.000632676,
3289.095570029, 1.000532401,
3289.116005680, 1.000528980,
3289.156876983, 1.000527499,
3289.177312635, 1.000529420,
3289.197748386, 1.000461466,
3289.218183938, 1.000307226,
3289.238619589, 1.000394351,
3289.259055340, 1.000383946,
3289.279490892, 1.000285917,
3289.299926643, 1.000219560,
3289.320362294, 1.000306386,
3289.340797845, 1.000184331,
3289.361233596, 1.000199931,
3289.402104798, 1.000176154,
3289.422540549, 1.000105527,
3289.442976100, 1.000077500,
3289.463411751, 1.000104087,
3289.483847502, 1.000163093,
3289.504283052, 1.000083323,
3289.524718703, 1.000097814,
3289.545154454, 1.000076977,
3289.565590104, 0.999988238,
3289.586025755, 1.000071822,
3289.606461405, 0.999930563,
3289.647332706, 1.000030192,
3289.667768357, 0.999985727,
3289.688204007, 0.999988917,
3289.708639757, 1.000127244,
3289.729075307, 1.000013477,
3289.749510958, 1.000021022,
3289.769946708, 0.999875961,
3289.790382258, 0.999865320,
3289.810817908, 0.999901445,
3289.831253658, 0.999843754,
3289.912996157, 0.999834644,
3289.933431907, 0.999753476,
3289.953867556, 0.999699193,
3289.974303106, 0.999791659,
3289.994738856, 0.999766190,
3290.015174505, 0.999814306,
3290.035610155, 0.999657366,
3290.056045804, 0.999630825,
3290.076481453, 0.999726325,
3290.096917103, 0.999657852,
3290.137788401, 0.999581372,
3290.158224050, 0.999646068,
3290.178659699, 0.999794077,
3290.199095348, 0.999782760,
3290.219530997, 0.999606322,
3290.239966646, 0.999639769,
3290.260402295, 0.999654265,
3290.280838044, 0.999751924,
3290.301273593, 0.999637793,
3290.321709241, 0.999711554,
3290.342144990, 0.999753813,
3290.383016287, 0.999760373,
3290.403451935, 0.999694855,
3290.423887484, 0.999648534,
3290.444323232, 0.999657415,
3290.464758880, 0.999716840,
3290.485194428, 0.999560170,
3290.505630177, 0.999625057,
3290.526065825, 0.999764239,
3290.546501473, 0.999614422,
3290.566937121, 0.999556159,
3290.587372769, 0.999480451,
3290.628244064, 0.999576671,
3290.648679712, 0.999688562,
3290.669115460, 0.999574289,
3290.689551107, 0.999494931,
3290.709986655, 0.999510707,
3290.730422402, 0.999577850,
3290.750858050, 0.999510141,
3290.771293597, 0.999399619,
3290.791729344, 0.999505812,
3290.812164892, 0.999513002,
3290.832600539, 0.999409997,
3290.873471833, 0.999318591,
3290.893907480, 0.999287904,
3290.914343227, 0.999486728,
3290.934778774, 0.999574733,
3290.955214520, 0.999448506,
3290.975650167, 0.999491550,
3290.996085714, 0.999378877,
3291.016521460, 0.999460429,
3291.036957107, 0.999469425,
3291.057392653, 0.999354467,
3291.077828400, 0.999350859,
3291.118699692, 0.999342193,
3291.139135338, 0.999410237,
3291.159570985, 0.999505483,
3291.180006731, 0.999438738,
3291.200442277, 0.999442212,
3291.220877922, 0.999409473,
3291.241313668, 0.999489291,
3291.261749314, 0.999357276,
3291.282184860, 0.999446677,
3291.302620605, 0.999332171,
3291.323056251, 0.999385410,
3291.363927542, 0.999269970,
3291.384363187, 0.999340425,
3291.404798732, 0.999482539,
3291.425234478, 0.999509187,
3291.445670123, 0.999458052,
3291.466105768, 0.999531862,
3291.486541413, 0.999549551,
3291.506977058, 0.999671980,
3291.527412703, 0.999617635,
3291.547848347, 0.999517141,
3291.568283892, 0.999472984,
3291.609155281, 0.999202690,
3291.629590926, 0.999307535,
3291.650026570, 0.999433576,
3291.670462215, 0.999477298,
3291.690897859, 0.999502380,
3291.711333503, 0.999537414,
3291.731769147, 0.999543423,
3291.752204891, 0.999647571,
3291.793076079, 0.999542192,
3291.813511823, 0.999503805,
3291.854383010, 0.999439519,
3291.874818754, 0.999319836,
3291.895254397, 0.999417119,
3291.915689941, 0.999492158,
3291.936125684, 0.999483569,
3291.956561327, 0.999512642,
3291.976996871, 0.999438000,
3291.997432614, 0.999332292,
3292.017868257, 0.999334905,
3292.038304000, 0.999357371,
3292.079175185, 0.999613363,
3292.099610928, 0.999499460,
3292.120046470, 0.999606960,
3292.140482113, 0.999611630,
3292.160917856, 0.999587674,
3292.181353398, 0.999621215,
3292.201789040, 0.999556762,
3292.222224682, 0.999738809,
3292.242660325, 0.999678167,
3292.263095967, 0.999684803,
3292.283531709, 0.999764544,
3292.303967250, 0.999776096,
3292.344838634, 0.999539204,
3292.365274176, 0.999636646,
3292.385709917, 0.999668129,
3292.406145559, 0.999765376,
3292.426581100, 0.999827728,
3292.447016842, 0.999810488,
3292.467452483, 0.999807094,
3292.487888024, 0.999882207,
3292.508323765, 0.999988470,
3292.528759406, 1.000007564,
3292.549194947, 0.999998426,
3292.590066328, 0.999907580,
3292.610502069, 1.000077337,
3292.630937609, 1.000060640,
3292.651373250, 1.000137660,
3292.671808990, 1.000114852,
3292.692244531, 1.000140734,
3292.712680171, 1.000316017,
3292.733115911, 1.000317858,
3292.753551551, 1.000393322,
3292.773987091, 1.000301253,
3292.794422831, 1.000288681,
3292.835294010, 1.000379318,
3292.855729750, 1.000474701,
3292.876165389, 1.000574935,
3292.896601028, 1.000691123,
3292.917036668, 1.000603524,
3292.937472207, 1.000719854,
3292.957907946, 1.000802542,
3292.978343585, 1.000818125,
3292.998779124, 1.000835081,
3293.019214863, 1.000807289,
3293.039650502, 1.000943879,
3293.080521779, 1.000878089,
3293.100957417, 1.001013205,
3293.121393056, 1.001076130,
3293.141828694, 1.001096659,
3293.162264332, 1.001071850,
3293.182700070, 1.001184440,
3293.203135608, 1.001231708,
3293.223571246, 1.001275273,
3293.244006984, 1.001431214,
3293.264442622, 1.001365598,
3293.284878159, 1.001383935,
3293.325749534, 1.001305424,
3293.346185072, 1.001305156,
3293.366620809, 1.001321889,
3293.387056446, 1.001461560,
3293.407491983, 1.001533592,
3293.427927720, 1.001583958,
3293.448363357, 1.001520002,
3293.468799094, 1.001640433,
3293.489234630, 1.001730149,
3293.509670267, 1.001619948,
3293.530106003, 1.001733533,
3293.570977176, 1.001569585,
3293.591412812, 1.001623463,
3293.611848448, 1.001623340,
3293.632284084, 1.001711621,
3293.652719720, 1.001611398,
3293.673155355, 1.001616784,
3293.693590991, 1.001705483,
3293.714026627, 1.001806326,
3293.734462262, 1.001804881,
3293.754897898, 1.001691739,
3293.775333633, 1.001786911,
3293.816204903, 1.001668425,
3293.836640538, 1.001585311,
3293.857076073, 1.001494263,
3293.877511808, 1.001487287,
3293.897947442, 1.001432335,
3293.918382977, 1.001477388,
3293.938818711, 1.001490063,
3293.959254345, 1.001477243,
3294.000125614, 1.001522303,
3294.020561248, 1.001512212,
3294.040996782, 1.001578239,
3294.061432516, 1.001030942,
3294.081868149, 1.001024786,
3294.102303883, 1.000962634,
3294.122739416, 1.001012847,
3294.163610783, 1.000988142,
3294.184046316, 1.001085961,
3294.204481949, 1.001277915,
3294.224917682, 1.001329589,
3294.245353315, 1.001347811,
3294.265788848, 1.001305642,
3294.306660113, 1.001343615,
3294.327095745, 1.001346504,
3294.347531478, 1.001327335,
3294.367967010, 1.001406639,
3294.388402642, 1.001397113,
3294.408838374, 1.001364691,
3294.429273906, 1.001407236,
3294.449709637, 1.001338942,
3294.470145269, 1.001342556,
3294.490580800, 1.001275023,
3294.511016532, 1.001242195,
3294.551887694, 1.001233585,
3294.572323425, 1.001289407,
3294.592759056, 1.001306068,
3294.613194687, 1.001275226,
3294.633630318, 1.001240315,
3294.654065949, 1.001150699,
3294.674501579, 1.001223390,
3294.694937210, 1.001242391,
3294.715372840, 1.001155289,
3294.735808570, 1.001179227,
3294.756244100, 1.001079111,
3294.797115460, 1.001141966,
3294.817551090, 1.001150561,
3294.837986619, 1.001158966,
3294.858422349, 1.001029622,
3294.878857978, 1.001099614,
3294.899293507, 1.001076393,
3294.919729236, 1.001073928,
3294.940164865, 1.001120844,
3294.960600394, 1.001071651,
3294.981036123, 1.001135830,
3295.001471752, 1.000999331,
3295.042343009, 1.001077035,
3295.062778637, 1.001007822,
3295.083214265, 1.001048233,
3295.103649893, 1.000971486,
3295.124085421, 1.000859737,
3295.144521149, 1.000907998,
3295.164956777, 1.000914921,
3295.185392404, 1.000890878,
3295.205828032, 1.000884758,
3295.226263659, 1.000856625,
3295.246699287, 1.000899505,
3295.287570541, 1.000781935,
3295.308006168, 1.000779182,
3295.328441894, 1.000817938,
3295.348877421, 1.000738707,
3295.369313047, 1.000784561,
3295.389748774, 1.000861352,
3295.410184300, 1.000755998,
3295.430620026, 1.000850819,
3295.451055652, 1.000746657,
3295.471491178, 1.000710795,
3295.491926904, 1.000712358,
3295.532798055, 1.000769147,
3295.553233780, 1.000665107,
3295.573669406, 1.000557368,
3295.594104931, 1.000590488,
3295.614540656, 1.000593591,
3295.634976281, 1.000549072,
3295.655411906, 1.000501733,
3295.675847530, 1.000528901,
3295.696283155, 1.000569578,
3295.716718779, 1.000564124,
3295.737154503, 1.000662810,
3295.778025751, 1.000605862,
3295.798461275, 1.000500419,
3295.818896899, 1.000546465,
3295.839332623, 1.000595460,
3295.859768146, 1.000560618,
3295.880203770, 1.000608713,
3295.900639493, 1.000497697,
3295.921075016, 1.000442842,
3295.941510639, 1.000540272,
3295.961946362, 1.000468090,
3295.982381884, 1.000476938,
3296.023253229, 1.000364534,
3296.043688752, 1.000368218,
3296.064124374, 1.000346500,
3296.084560096, 1.000298610,
3296.104995718, 1.000373186,
3296.125431340, 1.000338134,
3296.145866961, 1.000544966,
3296.166302583, 1.000416995,
3296.186738204, 1.000429945,
3296.207173826, 1.000265983,
3296.227609447, 1.000267221,
3296.248045168, 1.000216741,
3296.268480689, 1.000245492,
3296.288916309, 1.000233504,
3296.309352030, 1.000234752,
3296.329787550, 1.000259001,
3296.350223171, 1.000261003,
3296.370658891, 1.000292196,
3296.391094411, 1.000349035,
3296.411530031, 1.000358066,
3296.431965751, 1.000367019,
3296.452401270, 1.000255167,
3296.472836990, 1.000253699,
3296.513708128, 1.000416392,
3296.534143848, 1.000367713,
3296.554579367, 1.000316955,
3296.575014985, 1.000301799,
3296.595450704, 1.000303364,
3296.615886223, 1.000290155,
3296.636321841, 1.000337426,
3296.656757559, 1.000368351,
3296.677193177, 1.000361997,
3296.697628695, 1.000349265,
3296.718064413, 1.000358577,
3296.738500031, 1.000395612,
3296.758935549, 1.000407594,
3296.779371266, 1.000398470,
3296.799806883, 1.000437204,
3296.820242600, 1.000396526,
3296.840678117, 1.000394969,
3296.861113734, 1.000403611,
3296.881549451, 1.000404559,
3296.901984968, 1.000394932,
3296.922420584, 1.000370588,
3296.942856300, 1.000409175,
3296.963291816, 1.000383132,
3296.983727432, 1.000382375,
3297.004163148, 1.000410730,
3297.024598664, 1.000358285,
3297.045034280, 1.000427261,
3297.065469995, 1.000429912,
3297.085905610, 1.000404402,
3297.106341125, 1.000410608,
3297.126776841, 1.000362867,
3297.147212455, 1.000428636,
3297.167647970, 1.000412757,
3297.188083685, 1.000390392,
3297.228954913, 1.000425493,
3297.249390527, 1.000409499,
3297.269826141, 1.000431077,
3297.290261755, 1.000472476,
3297.310697369, 1.000394844,
3297.331132882, 1.000428263,
3297.351568596, 1.000420674,
3297.372004209, 1.000434502,
3297.392439722, 1.000469276,
3297.412875435, 1.000428109,
3297.433311048, 1.000547919,
3297.453746561, 1.000518942,
3297.474182273, 1.000454369,
3297.494617885, 1.000476548,
3297.515053498, 1.000484207,
3297.535489110, 1.000487324,
3297.555924722, 1.000490637,
3297.576360433, 1.000495822,
3297.596795945, 1.000474273,
3297.617231556, 1.000501150,
3297.637667268, 1.000545352,
3297.658102879, 1.000555533,
3297.678538390, 1.000550145,
3297.698974101, 1.000588178,
3297.739845222, 1.000597368,
3297.760280932, 1.000561134,
3297.780716542, 1.000596499,
3297.801152052, 1.000619345,
3297.821587762, 1.000547464,
3297.842023372, 1.000559826,
3297.862458882, 1.000606231,
3297.882894591, 1.000612938,
3297.903330200, 1.000618735,
3297.923765810, 1.000609530,
3297.944201419, 1.000632883,
3297.964636928, 1.000709051,
3297.985072636, 1.000645361,
3298.005508245, 1.000619532,
3298.025943853, 1.000602787,
3298.046379461, 1.000623828,
3298.066815069, 1.000637508,
3298.087250677, 1.000680519,
3298.107686285, 1.000678426,
3298.128121892, 1.000693804,
3298.148557500, 1.000657945,
3298.168993207, 1.000627366,
3298.189428714, 1.000624190,
3298.209864321, 1.000607515,
3298.230300028, 1.000649384,
3298.250735535, 1.000617563,
3298.271171141, 1.000716262,
3298.291606847, 1.000683628,
3298.312042354, 1.000690357,
3298.332477959, 1.000651900,
3298.352913665, 1.000670419,
3298.373349171, 1.000675436,
3298.393784876, 1.000675356,
3298.414220482, 1.000646754,
3298.434655987, 1.000719767,
3298.455091692, 1.000653118,
3298.475527297, 1.000691382,
3298.495962901, 1.000694758,
3298.516398506, 1.000686445,
3298.536834110, 1.000671845,
3298.557269714, 1.000671678,
3298.577705319, 1.000715038,
3298.598140922, 1.000767762,
3298.618576526, 1.000768863,
3298.639012230, 1.000760480,
3298.659447733, 1.000768603,
3298.679883336, 1.000799832,
3298.700318939, 1.000869186,
3298.720754542, 1.000847428,
3298.741190145, 1.000832726,
3298.761625747, 1.000836402,
3298.782061350, 1.000834192,
3298.802497052, 1.000834627,
3298.822932554, 1.000897253,
3298.843368156, 1.000872894,
3298.863803858, 1.000938604,
3298.884239359, 1.000947082,
3298.904674961, 1.000949274,
3298.925110662, 1.000919545,
3298.945546163, 1.000992970,
3298.965981764, 1.000982382,
3298.986417464, 1.000992625,
3299.006853065, 1.001009923,
3299.027288565, 1.000998307,
3299.047724266, 1.001012610,
3299.068159866, 1.001031631,
3299.088595365, 1.001092781,
3299.109031065, 1.001084727,
3299.129466664, 1.001041396,
3299.149902164, 1.001066228,
3299.170337863, 1.001033464,
3299.190773462, 1.001042009,
3299.211209161, 1.001129542,
3299.231644660, 1.001113518,
3299.252080258, 1.001164432,
3299.272515956, 1.001134815,
3299.292951455, 1.001163139,
3299.313387053, 1.001194374,
3299.333822750, 1.001209194,
3299.354258248, 1.001191318,
3299.374693845, 1.001240598,
3299.395129543, 1.001269365,
3299.415565040, 1.001272024,
3299.436000637, 1.001277391,
3299.456436233, 1.001238344,
3299.476871830, 1.001269045,
3299.497307426, 1.001296278,
3299.517743022, 1.001311285,
3299.538178618, 1.001250906,
3299.558614215, 1.001279040,
3299.579049910, 1.001304558,
3299.599485406, 1.001319243,
3299.619921001, 1.001332810,
3299.640356696, 1.001380592,
3299.660792191, 1.001422887,
3299.701663481, 1.001244439,
3299.722098975, 1.001180876,
3299.742534669, 1.001213894,
3299.762970263, 1.001191259,
3299.783405757, 1.001268950,
3299.803841451, 1.001265522,
3299.824277044, 1.001222653,
3299.844712638, 1.001241618,
3299.865148231, 1.001298697,
3299.885583824, 1.001270024,
3299.906019417, 1.001277881,
3299.926455010, 1.001372786,
3299.946890602, 1.001305758,
3299.967326194, 1.001305260,
3299.987761886, 1.001331860,
3300.008197378, 1.001292716,
3300.028632970, 1.001272722,
3300.049068662, 1.001302219,
3300.069504153, 1.001246715,
3300.089939744, 1.001230636,
3300.110375435, 1.001249563,
3300.130810926, 1.001162886,
3300.151246617, 1.001152608,
3300.171682107, 1.001200154,
3300.192117697, 1.001319440,
3300.212553387, 1.001288236,
3300.232988877, 1.001301787,
3300.253424467, 1.001263536,
3300.273860157, 1.001232389,
3300.294295646, 1.001235333,
3300.314731235, 1.001213895,
3300.335166924, 1.001175233,
3300.355602413, 1.001134440,
3300.376038001, 1.001156871,
3300.396473690, 1.001196730,
3300.416909278, 1.001170890,
3300.437344766, 1.001140106,
3300.457780454, 1.001105229,
3300.478216042, 1.001020006,
3300.498651529, 1.001059594,
3300.539522803, 1.001020489,
3300.559958490, 1.001079884,
3300.580393977, 1.001042728,
3300.600829563, 1.001048221,
3300.621265250, 1.001110462,
3300.641700736, 1.001158625,
3300.682572008, 1.000985028,
3300.703007493, 1.000955159,
3300.723443079, 1.000953521,
3300.743878764, 1.000942897,
3300.764314249, 1.000931576,
3300.784749834, 1.000902116,
3300.805185518, 1.000884027,
3300.825621103, 1.000888120,
3300.846056587, 1.000922894,
3300.866492271, 1.000955977,
3300.886927855, 1.000959900,
3300.907363338, 1.001013050,
3300.927799022, 1.001061954,
3300.948234505, 1.001068363,
3300.968670088, 1.001090885,
3300.989105771, 1.001057392,
3301.009541254, 1.001117726,
3301.029976936, 1.001070584,
3301.050412518, 1.001196920,
3301.070848000, 1.001100716,
3301.091283682, 1.001066560,
3301.111719264, 1.001128082,
3301.132154746, 1.001106041,
3301.173026008, 1.001004006,
3301.193461489, 1.000963928,
3301.213897170, 1.000914296,
3301.234332750, 1.000945257,
3301.254768330, 1.000951519,
3301.275203910, 1.000986046,
3301.295639490, 1.000973175,
3301.316075070, 1.000952014,
3301.336510750, 1.001026145,
3301.356946229, 1.000980568,
3301.377381808, 1.000993913,
3301.397817487, 1.001022313,
3301.418252966, 1.001013837,
3301.438688544, 1.001046664,
3301.459124223, 1.001108578,
3301.479559701, 1.001202149,
3301.499995279, 1.001227123,
3301.520430956, 1.001181636,
3301.540866434, 1.001143518,
3301.561302111, 1.001152035,
3301.581737688, 1.001187735,
3301.602173165, 1.001348937,
3301.622608842, 1.001470770,
3301.683915571, 1.001414577,
3301.704351147, 1.001421400,
3301.724786622, 1.001419998,
3301.745222298, 1.001427832,
3301.765657873, 1.001476989,
3301.786093348, 1.001419702,
3301.806529023, 1.001430426,
3301.826964598, 1.001411146,
3301.847400072, 1.001491957,
3301.867835746, 1.001478356,
3301.888271320, 1.001643027,
3301.908706794, 1.001623237,
3301.929142468, 1.001573254,
3301.949578041, 1.001676475,
3301.970013514, 1.001618334,
3301.990449187, 1.001660800,
3302.010884760, 1.001684587,
3302.031320433, 1.001642902,
3302.051755905, 1.001678144,
3302.072191477, 1.001651359,
3302.092627149, 1.001690451,
3302.113062621, 1.001789488,
3302.133498193, 1.001790336,
3302.153933864, 1.001774873,
3302.174369435, 1.001768007,
3302.194804906, 1.001732205,
3302.215240577, 1.001701450,
3302.235676147, 1.001799103,
3302.256111617, 1.001786789,
3302.276547288, 1.001710616,
3302.296982857, 1.001723208,
3302.317418327, 1.001808891,
3302.337853997, 1.001804413,
3302.358289566, 1.001848054,
3302.399160704, 1.001839354,
3302.419596172, 1.001827320,
3302.440031741, 1.001785841,
3302.460467409, 1.001853064,
3302.480902877, 1.001794798,
3302.501338444, 1.001818694,
3302.521774112, 1.001823528,
3302.542209679, 1.001836180,
3302.562645246, 1.001878714,
3302.583080813, 1.001841780,
3302.603516380, 1.001823997,
3302.623951946, 1.001767431,
3302.644387513, 1.001783121,
3302.664823079, 1.001674099,
3302.685258744, 1.001705837,
3302.705694210, 1.001718291,
3302.726129775, 1.001641951,
3302.746565440, 1.001625799,
3302.767000905, 1.001543345,
3302.787436470, 1.001573631,
3302.807872134, 1.001506916,
3302.828307599, 1.001435108,
3302.848743163, 1.001441778,
3302.910049854, 1.001494502,
3302.930485517, 1.001578898,
3302.950920980, 1.001587783,
3302.971356543, 1.001529762,
3302.991792205, 1.001517163,
3303.012227767, 1.001496820,
3303.032663330, 1.001530965,
3303.053098891, 1.001435086,
3303.073534453, 1.000754930,
3303.093970014, 0.998525177,
3303.134841137, 1.001056508,
3303.155276697, 1.001040653,
3303.175712258, 1.001109655,
3303.196147718, 1.001131118,
3303.216583378, 1.001171727,
3303.237018938, 1.001159392,
3303.257454398, 1.001013972,
3303.277890057, 1.000986449,
3303.298325616, 1.001002008,
3303.318761075, 1.000937522,
3303.339196734, 1.000938946,
3303.359632293, 1.000822366,
3303.380067851, 1.000791921,
3303.400503409, 1.000847241,
3303.420938967, 1.000845312,
3303.441374524, 1.000888978,
3303.461810082, 1.000748344,
3303.482245639, 1.000815472,
3303.502681196, 1.000821276,
3303.523116852, 1.000790925,
3303.543552309, 1.000764857,
3303.563987965, 1.000754840,
3303.584423521, 1.000707067,
3303.645730188, 1.000849146,
3303.666165643, 1.000787368,
3303.686601298, 1.000764321,
3303.707036852, 1.000723596,
3303.727472307, 1.000767716,
3303.747907961, 1.000704016,
3303.768343515, 1.000694207,
3303.788778968, 1.000694732,
3303.809214622, 1.000720188,
3303.829650175, 1.000712306,
3303.850085728, 1.000746657,
3303.870521281, 1.000596652,
3303.890956834, 1.000589449,
3303.911392286, 1.000554198,
3303.931827938, 1.000532445,
3303.952263490, 1.000491177,
3303.972698942, 1.000499656,
3303.993134593, 1.000513800,
3304.013570144, 1.000545947,
3304.034005595, 1.000454446,
3304.054441246, 1.000475540,
3304.074876796, 1.000462706,
3304.115747896, 1.000384538,
3304.136183446, 1.000384804,
3304.156619096, 1.000325563,
3304.177054545, 1.000306837,
3304.197490094, 1.000249523,
3304.217925743, 1.000172166,
3304.238361192, 1.000236130,
3304.258796740, 1.000198925,
3304.279232388, 1.000252268,
3304.299667836, 1.000161467,
3304.320103384, 1.000217645,
3304.340539031, 1.000289969,
3304.360974578, 1.000186012,
3304.381410025, 1.000123230,
3304.401845672, 1.000074206,
3304.422281218, 1.000055259,
3304.442716664, 1.000061697,
3304.463152310, 1.000009876,
3304.483587856, 1.000036243,
3304.504023302, 1.000016326,
3304.524458947, 1.000013348,
3304.544894492, 1.000034579,
3304.565329937, 1.000001468,
3304.606201125, 0.999748658,
3304.626636569, 0.999805976,
3304.647072213, 0.999852032,
3304.667507657, 0.999853227,
3304.687943300, 0.999872634,
3304.708378843, 0.999894751,
3304.728814286, 0.999948437,
3304.749249929, 0.999976556,
3304.769685471, 0.999982026,
3304.790121013, 0.999922369,
3304.810556555, 0.999852452,
3304.830992097, 0.999805012,
3304.851427638, 0.999751319,
3304.871863179, 0.999788047,
3304.892298720, 0.999720445,
3304.912734261, 0.999734113,
3304.933169901, 0.999721821,
3304.953605341, 0.999733457,
3304.974040881, 0.999626206,
3304.994476521, 0.999586529,
3305.014911960, 0.999603962,
3305.035347499, 0.999584185,
3305.055783138, 0.999631662,
3305.076218577, 0.999567803,
3305.096654115, 0.999675485,
3305.117089754, 0.999646444,
3305.137525192, 0.999604375,
3305.157960729, 0.999539708,
3305.178396367, 0.999461610,
3305.198831904, 0.999464669,
3305.219267341, 0.999450889,
3305.239702978, 0.999377814,
3305.260138514, 0.999305982,
3305.280574050, 0.999326352,
3305.301009586, 0.999269373,
3305.321445122, 0.999355814,
3305.341880657, 0.999333047,
3305.362316192, 0.999281767,
3305.382751727, 0.999304142,
3305.403187262, 0.999307096,
3305.423622797, 0.999314972,
3305.444058231, 0.999332629,
3305.464493865, 0.999351802,
3305.484929398, 0.999385039,
3305.505364832, 0.999391904,
3305.525800465, 0.999437461,
3305.546235998, 0.999429200,
3305.587107063, 0.999353703,
3305.607542595, 0.999370057,
3305.627978127, 0.999445124,
3305.648413659, 0.999464803,
3305.668849190, 0.999411711,
3305.689284721, 0.999354153,
3305.709720252, 0.999360777,
3305.730155783, 0.999335596,
