BJD - 2454833,Corrected Flux,error
2480.296592427, 1.000103128,
2480.317024546, 0.999987667,
2480.337456765, 1.000388571,
2480.357888783, 1.000547336,
2480.378320901, 1.000033826,
2480.398753118, 1.000259924,
2480.419185135, 1.000278577,
2480.460049468, 1.000137301,
2480.480481583, 1.000116286,
2480.500913698, 1.000147093,
2480.521345813, 1.000059985,
2480.541777927, 1.000188679,
2480.562210040, 1.000167257,
2480.582642154, 1.000115780,
2480.603074267, 1.000068921,
2480.623506479, 1.000111715,
2480.643938491, 1.000096036,
2480.664370602, 1.000076170,
2480.684802813, 1.000096715,
2480.705234823, 1.000088039,
2480.725666933, 1.000107994,
2480.746099143, 1.000098927,
2480.766531152, 1.000091583,
2480.786963260, 1.000108183,
2480.807395468, 1.000121701,
2480.827827476, 1.000124510,
2480.848259583, 1.000117836,
2480.868691690, 1.000147260,
2480.889123796, 0.999936835,
2480.909555902, 0.999851085,
2480.970852217, 1.000135673,
2480.991284421, 1.000098879,
2481.011716424, 1.000078557,
2481.032148628, 1.000112373,
2481.052580730, 1.000142436,
2481.073012732, 1.000122774,
2481.093444934, 1.000158982,
2481.113877035, 1.000118671,
2481.134309036, 1.000043315,
2481.154741236, 1.000069531,
2481.175173336, 1.000146179,
2481.195605335, 1.000116762,
2481.216037534, 1.000201036,
2481.236469633, 1.000108349,
2481.256901631, 1.000123651,
2481.277333828, 1.000098333,
2481.297765926, 1.000083395,
2481.318198022, 1.000107141,
2481.338630118, 1.000047338,
2481.359062214, 1.000102729,
2481.379494309, 1.000159459,
2481.399926404, 1.000124945,
2481.420358498, 1.000090605,
2481.440790592, 1.000131026,
2481.461222786, 1.000111424,
2481.481654779, 1.000135289,
2481.502086871, 1.000128839,
2481.522519064, 1.000081150,
2481.542951055, 1.000072214,
2481.563383246, 1.000122134,
2481.583815237, 1.000122341,
2481.604247327, 1.000119045,
2481.624679517, 1.000127435,
2481.645111506, 1.000110936,
2481.685975784, 1.000082668,
2481.706407772, 1.000022591,
2481.726839859, 1.000052075,
2481.747272046, 1.000131879,
2481.767704033, 1.000099907,
2481.788136119, 1.000041332,
2481.808568305, 1.000106352,
2481.829000390, 1.000045580,
2481.849432375, 1.000051295,
2481.869864559, 1.000084459,
2481.890296643, 1.000108643,
2481.910728627, 1.000089373,
2481.931160810, 1.000036340,
2481.951592892, 1.000051787,
2481.972024874, 1.000057315,
2481.992457056, 1.000143537,
2482.012889137, 1.000073902,
2482.033321118, 1.000091671,
2482.053753298, 1.000109776,
2482.074185378, 1.000074222,
2482.094617557, 1.000067016,
2482.115049536, 1.000060486,
2482.135481615, 1.000035654,
2482.155913793, 1.000096205,
2482.176345771, 1.000044675,
2482.196777847, 1.000078716,
2482.217210024, 1.000064259,
2482.237642001, 0.999959794,
2482.258074076, 1.000043385,
2482.278506251, 1.000126728,
2482.298938326, 1.000042236,
2482.319370301, 1.000368332,
2482.339802475, 1.000404695,
2482.360234448, 0.999914119,
2482.380666522, 1.000048765,
2482.421530666, 1.000055551,
2482.441962738, 1.000012729,
2482.462394909, 1.000049831,
2482.482826880, 1.000047710,
2482.503258950, 1.000104063,
2482.523691121, 1.000056354,
2482.544123090, 1.000033661,
2482.564555159, 1.000036134,
2482.584987327, 1.000059718,
2482.605419296, 1.000074649,
2482.625851463, 1.000054348,
2482.646283531, 1.000030491,
2482.666715597, 1.000081976,
2482.687147664, 1.000073365,
2482.707579730, 1.000082768,
2482.728011795, 1.000069686,
2482.748443860, 1.000046407,
2482.768875925, 1.000010976,
2482.789307989, 1.000078374,
2482.809740153, 0.999952379,
2482.830172116, 1.000350714,
2482.850604179, 0.999791707,
2482.871036341, 0.999888911,
2482.932332526, 1.000020033,
2482.952764486, 1.000074400,
2482.973196546, 1.000068343,
2482.993628706, 1.000079427,
2483.014060665, 1.000124518,
2483.034492724, 1.000057127,
2483.054924882, 1.000139052,
2483.075356840, 1.000084262,
2483.095788898, 1.000110118,
2483.116220954, 1.000054538,
2483.136653111, 1.000126062,
2483.157085167, 0.999966062,
2483.177517223, 1.000123230,
2483.197949178, 1.000032829,
2483.218381333, 1.000053744,
2483.238813387, 1.000016334,
2483.259245341, 1.000097959,
2483.279677495, 1.000095625,
2483.300109548, 1.000095703,
2483.320541501, 1.000092138,
2483.340973653, 1.000163571,
2483.361405704, 1.000132942,
2483.381837656, 1.000066717,
2483.402269806, 1.000048860,
2483.422701857, 1.000073561,
2483.443133806, 1.000023150,
2483.463565956, 1.000117361,
2483.483998005, 1.000055874,
2483.504430054, 1.000137950,
2483.524862102, 1.000112921,
2483.545294150, 1.000114151,
2483.565726197, 1.000070834,
2483.586158244, 1.000122248,
2483.606590291, 1.000095428,
2483.627022337, 1.000157448,
2483.647454482, 1.000090319,
2483.667886427, 1.000056277,
2483.688318572, 1.000057991,
2483.708750616, 1.000041939,
2483.729182560, 1.000021790,
2483.749614703, 1.000045541,
2483.770046746, 1.000085672,
2483.790478689, 1.000090369,
2483.810910830, 1.000068099,
2483.831342872, 1.000054088,
2483.892638994, 1.000081031,
2483.913070934, 1.000066356,
2483.933503073, 1.000084655,
2483.953935013, 1.000030646,
2483.974367051, 1.000035802,
2483.994799189, 1.000012321,
2484.015231227, 1.000042381,
2484.035663164, 1.000069734,
2484.056095301, 1.000038710,
2484.076527337, 1.000059882,
2484.096959273, 0.999998786,
2484.117391409, 0.999993442,
2484.137823444, 1.000093768,
2484.158255378, 1.000150597,
2484.178687512, 1.000095727,
2484.199119546, 1.000057893,
2484.219551680, 1.000073157,
2484.239983613, 1.000090633,
2484.260415645, 1.000054831,
2484.280847777, 1.000087505,
2484.301279709, 1.000049939,
2484.321711740, 1.000043962,
2484.342143871, 1.000057325,
2484.362575801, 1.000062864,
2484.383007831, 1.000043924,
2484.403439960, 1.000011971,
2484.423871889, 1.000040107,
2484.444303918, 1.000013531,
2484.464736046, 1.000000195,
2484.485168073, 0.999950995,
2484.505600001, 0.999951901,
2484.526032128, 1.000492874,
2484.546464154, 1.000478159,
2484.566896080, 0.999895972,
2484.587328205, 0.999911514,
2484.628192155, 1.000014440,
2484.648624279, 0.999994252,
2484.669056203, 1.000050747,
2484.689488226, 1.000046597,
2484.709920350, 1.000094470,
2484.730352272, 1.000075282,
2484.750784394, 1.000015500,
2484.771216416, 1.000021696,
2484.791648337, 1.000027382,
2484.812080458, 1.000006481,
2484.832512478, 1.000036359,
2484.873376518, 1.000098503,
2484.893808537, 0.999944801,
2484.914240555, 1.000079001,
2484.934672574, 0.999995599,
2484.955104591, 1.000038508,
2484.975536609, 1.000028017,
2484.995968626, 1.000001995,
2485.016400642, 1.000028740,
2485.036832658, 1.000007435,
2485.057264774, 1.000023282,
2485.077696689, 1.000019583,
2485.098128704, 1.000062765,
2485.118560818, 1.000029809,
2485.138992732, 1.000021156,
2485.159424746, 1.000005057,
2485.179856859, 1.000045165,
2485.200288771, 1.000055132,
2485.220720784, 1.000063591,
2485.241152896, 1.000079334,
2485.261584807, 1.000007434,
2485.282016918, 1.000006116,
2485.302448929, 1.000001754,
2485.322880939, 1.000026225,
2485.343312948, 1.000011760,
2485.363744957, 1.000014941,
2485.384176866, 1.000029977,
2485.404608975, 0.999980538,
2485.425040982, 1.000050322,
2485.445472890, 1.000078819,
2485.465904997, 1.000002297,
2485.486337004, 1.000007208,
2485.506768910, 1.000009518,
2485.527201016, 1.000006782,
2485.547633022, 1.000024457,
2485.568064927, 1.000084617,
2485.588497031, 1.000084335,
2485.608929035, 1.000058238,
2485.629360939, 1.000007666,
2485.649793042, 1.000044949,
2485.670225046, 1.000014883,
2485.690657048, 0.999994562,
2485.711089050, 1.000043650,
2485.731521052, 1.000030977,
2485.751953053, 1.000060410,
2485.772385054, 1.000046728,
2485.792817054, 1.000096314,
2485.813249154, 1.000031569,
